Phenotype,Orthogroup,Shared_species_count,Represented_species,Maize_gene,GeneName,Family_Subfamily,ProteinClass,GO_MF,GO_BP,GO_CC,Sorghum_gene,Rice_gene,Barley_gene,Arabidopsis_gene
am_roots_colonized,35025at4447,3,Maize;Sorghum;Barley,Zm00001eb191590,5-pentadecatrienyl resorcinol O-methyltransferase,5-PENTADECATRIENYL RESORCINOL O-METHYLTRANSFERASE (PTHR11746:SF318),methyltransferase(PC00155),methyltransferase activity(GO:0008168);O-methyltransferase activity(GO:0008171);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740);protein dimerization activity(GO:0046983),methylation(GO:0032259),,SORBI_3010G234400,,HORVU.MOREX.r3.1HG0002020;HORVU.MOREX.r3.7HG0747490,
am_roots_colonized,584499at2759,3,Maize;Rice;Barley,Zm00001eb191650,Phosphate transporter3,PHOSPHATE TRANSPORTER PHO1 (PTHR48477:SF1),,,cellular response to phosphate starvation(GO:0016036),membrane(GO:0016020),,LOC_Os12g05950,HORVU.MOREX.r3.6HG0627940,
am_roots_colonized,40443at2759,3,Maize;Barley;Arabidopsis,Zm00001eb191920,Zinc finger (C3HC4-type RING finger) family protein,ZINC FINGER (C3HC4-TYPE RING FINGER) FAMILY PROTEIN (PTHR10579:SF43),ion channel(PC00133),zinc ion binding(GO:0008270),,,,,HORVU.MOREX.r3.2HG0180680,AT5G60710
am_roots_colonized,530731at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb193600,"mannan endo-1,4-beta-mannosidase","MANNAN ENDO-1,4-BETA-MANNOSIDASE 1 (PTHR31451:SF39)",,"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);mannan endo-1,4-beta-mannosidase activity(GO:0016985)",polysaccharide catabolic process(GO:0000272),extracellular region(GO:0005576),SORBI_3001G066900,,,AT4G28320
am_roots_colonized,650970at2759,3,Maize;Barley;Arabidopsis,Zm00001eb207430,Protein kinase superfamily protein,OS02G0165100 PROTEIN (PTHR47973:SF30),transmembrane signal receptor(PC00197),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),,,,,HORVU.MOREX.r3.7HG0735560,AT1G52540;AT3G09010
am_roots_colonized,127486at3193,3,Maize;Barley;Arabidopsis,Zm00001eb211260,Cell number regulator 10,CELL NUMBER REGULATOR 10 (PTHR15907:SF233),,,,membrane(GO:0016020),,,HORVU.MOREX.r3.2HG0097620,AT5G35525
am_roots_colonized,106400at33090,3,Maize;Barley;Arabidopsis,Zm00001eb211740,Actin-depolymerizing factor 10,ACTIN-DEPOLYMERIZING FACTOR 4 (PTHR11913:SF50),non-motor actin binding protein(PC00165),actin binding(GO:0003779);actin filament binding(GO:0051015),actin filament organization(GO:0007015);actin filament depolymerization(GO:0030042),cytoplasm(GO:0005737);actin cytoskeleton(GO:0015629),,,HORVU.MOREX.r3.5HG0514950,AT4G25590
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb212430,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,404657at3193,3,Maize;Sorghum;Arabidopsis,Zm00001eb212470,,,,,,,SORBI_3002G074200,,,AT2G41840
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb213240,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb213280,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,4898590at2759,3,Maize;Barley;Arabidopsis,Zm00001eb213310,,,,,,,,,HORVU.MOREX.r3.6HG0603550,AT3G62600
am_roots_colonized,679576at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb214230,,,,,,,SORBI_3001G079500,,,AT3G19580
am_roots_colonized,5014650at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb219040,,,,,,,SORBI_3010G239900,,,AT1G15550;AT3G13610
am_roots_colonized,4819616at2759,3,Maize;Barley;Arabidopsis,Zm00001eb221090,,,,,,,,,HORVU.MOREX.r3.3HG0330200,AT3G53420
am_roots_colonized,151653at2759,3,Maize;Sorghum;Barley,Zm00001eb225480,,,,,,,SORBI_3002G338700,,HORVU.MOREX.r3.7HG0731950,
am_roots_colonized,646613at2759,3,Maize;Rice;Barley,Zm00001eb242750,Germin-like protein,GERMIN-LIKE PROTEIN SUBFAMILY 3 MEMBER 2 (PTHR31238:SF8),,manganese ion binding(GO:0030145);metal ion binding(GO:0046872),plasmodesmata-mediated intercellular transport(GO:0010497);regulation of root development(GO:2000280),plasmodesma(GO:0009506);apoplast(GO:0048046),,LOC_Os08g04600,HORVU.MOREX.r3.7HG0730510,
am_roots_colonized,4898590at2759,3,Maize;Barley;Arabidopsis,Zm00001eb249430,,,,,,,,,HORVU.MOREX.r3.6HG0603550,AT3G62600
am_roots_colonized,5006434at2759,3,Maize;Sorghum;Rice,Zm00001eb250940,MYB-related transcription factor,OS02G0685200 PROTEIN (PTHR12802:SF178),"chromatin/chromatin-binding, or -regulatory protein(PC00077)",DNA binding(GO:0003677),regulation of gene expression(GO:0010468),nucleus(GO:0005634),SORBI_3004G279300,LOC_Os01g01560,,
am_roots_colonized,516269at2759,3,Maize;Rice;Arabidopsis,Zm00001eb253160,,,,,,,,LOC_Os07g05810,,AT1G06890;AT5G42420;AT5G57100
am_roots_colonized,30170at38820,3,Maize;Sorghum;Barley,Zm00001eb253200,Retrotransposon protein Ty1-copia subclass,ACTIN PATCHES DISTAL PROTEIN 1 (PTHR31902:SF14),,,,,SORBI_3004G255700,,HORVU.MOREX.r3.6HG0611040,
am_roots_colonized,5023905at2759,3,Maize;Barley;Arabidopsis,Zm00001eb255140,Putative beta-D-xylosidase 7,BETA-D-XYLOSIDASE 5-RELATED (PTHR42721:SF3),glucosidase(PC00108),"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);xylan 1,4-beta-xylosidase activity(GO:0009044);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);alpha-L-arabinofuranosidase activity(GO:0046556)",carbohydrate metabolic process(GO:0005975);arabinan catabolic process(GO:0031222);xylan catabolic process(GO:0045493),extracellular region(GO:0005576),,,HORVU.MOREX.r3.2HG0183860,AT1G78060
am_roots_colonized,475388at2759,3,Maize;Barley;Arabidopsis,Zm00001eb257510,,,,,,,,,HORVU.MOREX.r3.1HG0077190,AT1G06410;AT1G68020;AT2G18700
am_roots_colonized,4805980at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb257750,Carboxypeptidase,SERINE CARBOXYPEPTIDASE 24 (PTHR11802:SF25),serine protease(PC00203),,,,SORBI_3002G175500,,,AT3G12240
am_roots_colonized,40443at2759,3,Maize;Barley;Arabidopsis,Zm00001eb258330,Zinc finger (C3HC4-type RING finger) family protein,ZINC FINGER (C3HC4-TYPE RING FINGER) FAMILY PROTEIN (PTHR10579:SF43),ion channel(PC00133),,,,,,HORVU.MOREX.r3.2HG0180680,AT5G60710
am_roots_colonized,584499at2759,3,Maize;Rice;Barley,Zm00001eb258520,,,,,,,,LOC_Os12g05950,HORVU.MOREX.r3.6HG0627940,
am_roots_colonized,659852at2759,3,Maize;Rice;Arabidopsis,Zm00001eb265410,E3 SUMO-protein ligase SIZ1,E3 SUMO-PROTEIN LIGASE SIZ1 (PTHR10782:SF102),ubiquitin-protein ligase(PC00234),,,,,LOC_Os05g01250,,AT5G60410
am_roots_colonized,625168at33090,3,Maize;Barley;Arabidopsis,Zm00001eb275250,,,,,,,,,HORVU.MOREX.r3.2HG0097440,AT4G37680
am_roots_colonized,91193at2759,3,Maize;Barley;Arabidopsis,Zm00001eb280690,,,,,,,,,HORVU.MOREX.r3.6HG0616240,AT1G70710
am_roots_colonized,5014650at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb283020,Gibberellin 3-oxidase1,GIBBERELLIN 3-BETA-DIOXYGENASE 1 (PTHR47990:SF105),oxygenase(PC00177),oxidoreductase activity(GO:0016491);gibberellin 3-beta-dioxygenase activity(GO:0016707);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213),response to light stimulus(GO:0009416);gibberellin biosynthetic process(GO:0009686),,SORBI_3010G239900,,,AT1G15550;AT3G13610
am_roots_colonized,35025at4447,3,Maize;Sorghum;Barley,Zm00001eb292850,,,,,,,SORBI_3010G234400,,HORVU.MOREX.r3.1HG0002020;HORVU.MOREX.r3.7HG0747490,
am_roots_colonized,635367at2759,3,Maize;Barley;Arabidopsis,Zm00001eb294860,Reticulon-like protein,RETICULON-LIKE PROTEIN (PTHR10994:SF179),membrane traffic protein(PC00150),,response to bacterium(GO:0009617),endoplasmic reticulum membrane(GO:0005789),,,HORVU.MOREX.r3.1HG0082770,AT1G68230;AT4G23630
am_roots_colonized,281993at2759,3,Maize;Rice;Barley,Zm00001eb295170,Serine_threonine protein phosphatase 2A regulatory subunit,SERINE_THREONINE PROTEIN PHOSPHATASE 2A 57 KDA REGULATORY SUBUNIT B' KAPPA ISOFORM (PTHR10257:SF31),protein phosphatase(PC00195),protein phosphatase regulator activity(GO:0019888);protein phosphatase activator activity(GO:0072542),signal transduction(GO:0007165);meiotic sister chromatid cohesion(GO:0051177),protein phosphatase type 2A complex(GO:0000159);cytoplasm(GO:0005737),,LOC_Os08g01220,HORVU.MOREX.r3.4HG0334450,
am_roots_colonized,35153at2759,3,Maize;Rice;Arabidopsis,Zm00001eb295910,Ras-related protein RABA1f,OS05G0564400 PROTEIN (PTHR47979:SF84),small GTPase(PC00208),nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525),vesicle-mediated transport(GO:0016192),endosome(GO:0005768);endomembrane system(GO:0012505),,LOC_Os08g05250,,AT1G01200;AT1G07410;AT5G59150
am_roots_colonized,5010211at2759,3,Maize;Barley;Arabidopsis,Zm00001eb301430,ABC transporter F family member 4,ATP-BINDING CASSETTE SUB-FAMILY F MEMBER 1 (PTHR19211:SF14),translation elongation factor(PC00222),nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887),,,,,HORVU.MOREX.r3.1HG0088870,AT5G60790
am_roots_colonized,794814at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb302700,,,,,,,SORBI_3006G114800,,,AT1G02130;AT4G17530
am_roots_colonized,404657at3193,3,Maize;Sorghum;Arabidopsis,Zm00001eb303080,,,,,,,SORBI_3002G074200,,,AT2G41840
am_roots_colonized,592385at2759,3,Maize;Sorghum;Barley,Zm00001eb303110,Cellulose synthase,CELLULOSE SYNTHASE A CATALYTIC SUBUNIT 3 [UDP-FORMING] (PTHR13301:SF206),DNA-binding transcription factor(PC00218),zinc ion binding(GO:0008270);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);cellulose synthase activity(GO:0016759);cellulose synthase (UDP-forming) activity(GO:0016760);metal ion binding(GO:0046872),plant-type primary cell wall biogenesis(GO:0009833);plant-type secondary cell wall biogenesis(GO:0009834);cellulose biosynthetic process(GO:0030244);cell wall organization(GO:0071555),plasma membrane(GO:0005886);membrane(GO:0016020),SORBI_3009G063400,,HORVU.MOREX.r3.2HG0111610,
am_roots_colonized,592385at2759,3,Maize;Sorghum;Barley,Zm00001eb304560,,,,,,,SORBI_3009G063400,,HORVU.MOREX.r3.2HG0111610,
am_roots_colonized,4768297at2759,3,Maize;Sorghum;Barley,Zm00001eb312420,[Fructose-bisphosphate aldolase]-lysine N-methyltransferase chloroplastic,"[FRUCTOSE-BISPHOSPHATE ALDOLASE]-LYSINE N-METHYLTRANSFERASE, CHLOROPLASTIC (PTHR13271:SF113)",methyltransferase(PC00155),methyltransferase activity(GO:0008168);protein-lysine N-methyltransferase activity(GO:0016279);transferase activity(GO:0016740);[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity(GO:0030785),methylation(GO:0032259),chloroplast(GO:0009507),SORBI_3002G199000;SORBI_3004G255500,,HORVU.MOREX.r3.6HG0611050,
am_roots_colonized,91193at2759,3,Maize;Barley;Arabidopsis,Zm00001eb319480,,,,,,,,,HORVU.MOREX.r3.6HG0616240,AT1G70710
am_roots_colonized,91193at2759,3,Maize;Barley;Arabidopsis,Zm00001eb319710,,,,,,,,,HORVU.MOREX.r3.6HG0616240,AT1G70710
am_roots_colonized,444486at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb323440,BHLH domain-containing protein,BHLH TRANSCRIPTION FACTOR (PTHR46133:SF28),basic helix-loop-helix transcription factor(PC00055),DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983),regulation of DNA-templated transcription(GO:0006355);intracellular iron ion homeostasis(GO:0006879),,SORBI_3002G329300,,,AT5G54680
am_roots_colonized,588055at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb324170,Membrane lipoprotein lipid attachment site-containing protein-like,"LIPOPROTEIN LIPID ATTACHMENT SITE-LIKE PROTEIN, PUTATIVE (DUF1223)-RELATED (PTHR36057:SF1)",,,,,SORBI_3002G338400,,,AT5G54240
am_roots_colonized,226419at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb324180,Sugar carrier protein C,SUGAR TRANSPORT PROTEIN MST6 (PTHR23500:SF556),secondary carrier transporter(PC00258),carbohydrate transmembrane transporter activity(GO:0015144);monosaccharide transmembrane transporter activity(GO:0015145);symporter activity(GO:0015293);transmembrane transporter activity(GO:0022857),monosaccharide transmembrane transport(GO:0015749);transmembrane transport(GO:0055085),membrane(GO:0016020),SORBI_3002G338500,,,AT1G50310;AT3G19930
am_roots_colonized,151653at2759,3,Maize;Sorghum;Barley,Zm00001eb324200,,,,,,,SORBI_3002G338700,,HORVU.MOREX.r3.7HG0731950,
am_roots_colonized,2042608at2759,3,Maize;Barley;Arabidopsis,Zm00001eb326840,NAD(P)-binding Rossmann-fold superfamily protein,OS07G0601900 PROTEIN (PTHR10366:SF696),dehydratase(PC00091),"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)",defense response(GO:0006952);toxin catabolic process(GO:0009407);defense response to fungus(GO:0050832),,,,HORVU.MOREX.r3.4HG0417300,AT1G51410;AT1G68540;AT2G33590;AT2G33600
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb328990,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,4805980at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb329580,,,,,,,SORBI_3002G175500,,,AT3G12240
am_roots_colonized,4805980at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb336090,,,,,,,SORBI_3002G175500,,,AT3G12240
am_roots_colonized,256434at2759,3,Maize;Sorghum;Barley,Zm00001eb340330,Galactose oxidase_kelch repeat superfamily protein,OS01G0300900 PROTEIN (PTHR23244:SF455),,,signal transduction(GO:0007165),,SORBI_3003G143900,,HORVU.MOREX.r3.3HG0258640,
am_roots_colonized,314826at2759,3,Maize;Barley;Arabidopsis,Zm00001eb352220,RING-type E3 ubiquitin transferase,E3 UBIQUITIN-PROTEIN LIGASE SIRP1 (PTHR22765:SF262),ubiquitin-protein ligase(PC00234),zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630),ubiquitin-dependent protein catabolic process(GO:0006511),,,,HORVU.MOREX.r3.5HG0524500,AT5G56340
am_roots_colonized,447116at2759,3,Maize;Barley;Arabidopsis,Zm00001eb361680,Putative MYB DNA-binding domain superfamily protein,OS01G0722300 PROTEIN (PTHR48000:SF66),,DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634),,,HORVU.MOREX.r3.3HG0330150,AT3G12820;AT4G09460
am_roots_colonized,688571at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb363490,Src2-like protein,C2 DOMAIN-CONTAINING PROTEIN (PTHR32246:SF173),,,defense response(GO:0006952),,SORBI_3003G416500,,,AT3G16510
am_roots_colonized,705727at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb366700,Hydroxycinnamoyltransferase10,FATTY ALCOHOL:CAFFEOYL-COA ACYLTRANSFERASE (PTHR31642:SF310),acetyltransferase(PC00038),"transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)",,,SORBI_3003G368100,,,AT3G03480
am_roots_colonized,439142at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb367490,ubiquitinyl hydrolase 1,ATAXIN-3-RELATED (PTHR14159:SF0),"chromatin/chromatin-binding, or -regulatory protein(PC00077)",cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787),proteolysis(GO:0006508);protein quality control for misfolded or incompletely synthesized proteins(GO:0006515);protein deubiquitination(GO:0016579);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);negative regulation of TORC1 signaling(GO:1904262);positive regulation of ERAD pathway(GO:1904294),nucleus(GO:0005634),SORBI_3003G374000,,,AT4G06599
am_roots_colonized,5013265at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb368000,,,,,,,SORBI_3004G011700,,,AT1G09080;AT5G28540
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb368360,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,475388at2759,3,Maize;Barley;Arabidopsis,Zm00001eb370990,,,,,,,,,HORVU.MOREX.r3.1HG0077190,AT1G06410;AT1G68020;AT2G18700
am_roots_colonized,4999845at2759,3,Maize;Barley;Arabidopsis,Zm00001eb374100,cinnamyl-alcohol dehydrogenase,CINNAMYL-ALCOHOL DEHYDROGENASE (PTHR42683:SF89),oxidoreductase(PC00176),"zinc ion binding(GO:0008270);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);cinnamyl-alcohol dehydrogenase activity(GO:0045551);metal ion binding(GO:0046872)",lignin biosynthetic process(GO:0009809),,,,HORVU.MOREX.r3.4HG0416360,AT3G19450;AT4G34230
am_roots_colonized,221938at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb378930,Chaperonin 60 subunit beta 2 chloroplastic,OS06G0114000 PROTEIN (PTHR45633:SF49),,nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP-dependent protein folding chaperone(GO:0140662),protein folding(GO:0006457);protein refolding(GO:0042026),,SORBI_3010G011200,,,AT1G55490
am_roots_colonized,625168at33090,3,Maize;Barley;Arabidopsis,Zm00001eb388960,,,,,,,,,HORVU.MOREX.r3.2HG0097440,AT4G37680
am_roots_colonized,4805980at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb392370,,,,,,,SORBI_3002G175500,,,AT3G12240
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb394250,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,788495at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb402260,,,,,,,SORBI_3002G137000;SORBI_3002G180000,,,AT2G02800
am_roots_colonized,2579207at2759,3,Maize;Rice;Arabidopsis,Zm00001eb406820,Diaminopimelate decarboxylase 2 chloroplastic,GROUP IV DECARBOXYLASE (PTHR43727:SF2),decarboxylase(PC00089),catalytic activity(GO:0003824);diaminopimelate decarboxylase activity(GO:0008836);lyase activity(GO:0016829);carboxy-lyase activity(GO:0016831),amino acid biosynthetic process(GO:0008652);lysine biosynthetic process(GO:0009085);lysine biosynthetic process via diaminopimelate(GO:0009089),,,LOC_Os02g04400,,AT3G14390
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb408020,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,787554at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb411450,,,,,,,SORBI_3001G361300;SORBI_3004G279100,,,AT2G41860;AT3G51850;AT4G09570;AT4G23650
am_roots_colonized,4685703at2759,3,Maize;Barley;Arabidopsis,Zm00001eb427180,Histone H2B,HISTONE H2B.5 (PTHR23428:SF381),"chromatin/chromatin-binding, or -regulatory protein(PC00077)",DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982),chromatin organization(GO:0006325),nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694),,,HORVU.MOREX.r3.4HG0338400,AT2G37470
am_roots_colonized,672463at2759,3,Maize;Rice;Arabidopsis,Zm00001eb429450,GRAS transcription factor,OS04G0555000 PROTEIN (PTHR31636:SF139),,DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634),,LOC_Os04g05550,,AT4G00150
am_roots_colonized,159147at3193,3,Maize;Barley;Arabidopsis,Zm00001eb430440,Calcium-transporting ATPase,CALCIUM-TRANSPORTING ATPASE (PTHR24093:SF369),primary active transporter(PC00068),nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);calmodulin binding(GO:0005516);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872),monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);calcium ion transmembrane transport(GO:0070588),plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020),,,HORVU.MOREX.r3.1HG0077790,AT5G57110
am_roots_colonized,633248at2759,3,Maize;Sorghum;Arabidopsis,Zm00001eb430930,OSJNBa0008M17.14-like protein,OS04G0616000 PROTEIN (PTHR47383:SF2),,,,ER body(GO:0010168),SORBI_3006G215100,,,AT1G16520
am_roots_colonized,4804397at2759,3,Maize;Rice;Arabidopsis,Zm00001eb431490,,,,,,,,LOC_Os05g01690;LOC_Os07g01860,,AT1G19730;AT1G45145;AT1G59730;AT3G08710;AT5G42980
am_roots_colonized,667822at3193,3,Maize;Rice;Arabidopsis,Zm00001eb433490,Homeodomain-like transcription factor superfamily protein,OS04G0673000 PROTEIN (PTHR14000:SF9),,,,,,LOC_Os08g01008,,AT3G07565
aridity_index,640662at2759,4,Maize;Rice;Barley;Arabidopsis,Zm00001eb022050,,,,,,,,LOC_Os01g07870;LOC_Os08g03020,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.5HG0446790;HORVU.MOREX.r3.6HG0546360;HORVU.MOREX.r3.6HG0615810;HORVU.MOREX.r3.6HG0618250,AT4G11290;AT4G30170;AT4G37520;AT5G05340
aridity_index,755348at2759,4,Maize;Rice;Barley;Arabidopsis,Zm00001eb031840,Cation_H(+) antiporter 19,CATION_H(+) ANTIPORTER 19 (PTHR32468:SF72),transporter(PC00227),antiporter activity(GO:0015297),monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);potassium ion transport(GO:0006813);regulation of pH(GO:0006885);transmembrane transport(GO:0055085);proton transmembrane transport(GO:1902600),chloroplast envelope(GO:0009941);endomembrane system(GO:0012505);membrane(GO:0016020),,LOC_Os05g04850,HORVU.MOREX.r3.2HG0206000,AT5G58460
aridity_index,627237at2759,4,Maize;Sorghum;Barley;Arabidopsis,Zm00001eb046210,,,,,,,SORBI_3004G276200,,HORVU.MOREX.r3.1HG0041600,AT1G12110;AT1G32450;AT1G59740;AT3G45680;AT5G62680
aridity_index,627237at2759,4,Maize;Sorghum;Barley;Arabidopsis,Zm00001eb053220,,,,,,,SORBI_3004G276200,,HORVU.MOREX.r3.1HG0041600,AT1G12110;AT1G32450;AT1G59740;AT3G45680;AT5G62680
aridity_index,640662at2759,4,Maize;Rice;Barley;Arabidopsis,Zm00001eb067730,,,,,,,,LOC_Os01g07870;LOC_Os08g03020,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.5HG0446790;HORVU.MOREX.r3.6HG0546360;HORVU.MOREX.r3.6HG0615810;HORVU.MOREX.r3.6HG0618250,AT4G11290;AT4G30170;AT4G37520;AT5G05340
aridity_index,640662at2759,4,Maize;Rice;Barley;Arabidopsis,Zm00001eb068210,,,,,,,,LOC_Os01g07870;LOC_Os08g03020,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.5HG0446790;HORVU.MOREX.r3.6HG0546360;HORVU.MOREX.r3.6HG0615810;HORVU.MOREX.r3.6HG0618250,AT4G11290;AT4G30170;AT4G37520;AT5G05340
