Phenotype,species,snp,chr,pos,p,logp
soilN,Barley,"chr2H:597267198\G,\C",2H,597267198,0.0009148107,3.03866876434974
soilN,Barley,"chr7H:439478954\T,\C",7H,439478954,0.0009160029,3.03810315138455
soilN,Barley,"chr7H:623154507\G,\C",7H,623154507,0.000916675,3.03778461277569
soilN,Barley,"chr2H:2654950\G,\A",2H,2654950,0.0009221472,3.03519974809483
soilN,Barley,"chr5H:524492585\T,\C",5H,524492585,0.0009223547,3.03510203487981
soilN,Barley,"chr5H:524492588\A,\G",5H,524492588,0.0009223547,3.03510203487981
soilN,Barley,"chr5H:524492593\G,\A",5H,524492593,0.0009223547,3.03510203487981
soilN,Barley,"chr1H:21614445\G,\C",1H,21614445,0.000922614,3.03497995957317
soilN,Barley,"chr6H:537505666\G,\A",6H,537505666,0.0009228539,3.03486704810308
soilN,Barley,"chr2H:261995062\G,\C",2H,261995062,0.0009244781,3.03410337240292
soilN,Barley,"chr4H:41831584\C,\T",4H,41831584,0.000929893,3.03156702153533
soilN,Barley,"chr2H:30471983\T,\A",2H,30471983,0.0009311814,3.0309657074773
soilN,Barley,"chr1H:94958191\G,\A",1H,94958191,0.0009339696,3.02966725949487
soilN,Barley,"chr3H:459604517\T,\C",3H,459604517,0.0009417509,3.02606395608371
soilN,Barley,"chr7H:97057299\C,\T",7H,97057299,0.0009424595,3.02573730351414
soilN,Barley,"chr3H:186972512\A,\G",3H,186972512,0.0009434541,3.02527922385265
soilN,Barley,"chr4H:44702651\C,\T",4H,44702651,0.0009445335,3.02478263424068
soilN,Barley,"chr1H:26310855\G,\C",1H,26310855,0.0009480065,3.02318868491462
soilN,Barley,"chr7H:590467398\G,\A",7H,590467398,0.0009491511,3.02266464460895
soilN,Barley,"chr3H:42926736\T,\A",3H,42926736,0.0009505803,3.02201119034627
soilN,Barley,"chr2H:30311061\G,\C",2H,30311061,0.0009527361,3.02102737867475
soilN,Barley,"chr6H:201085417\A,\G",6H,201085417,0.000953942,3.02047802974631
soilN,Barley,"chr6H:19925311\T,\C",6H,19925311,0.00096011,3.01767900690183
soilN,Barley,"chr3H:26075088\C,\T",3H,26075088,0.0009619618,3.01684217367799
soilN,Barley,"chr6H:127246807\C,\G",6H,127246807,0.0009622795,3.01669876613534
soilN,Barley,"chr6H:543006945\T,\G",6H,543006945,0.0009674661,3.01436424371564
soilN,Barley,"chr7H:613737745\C,\T",7H,613737745,0.0009689999,3.01367626776807
soilN,Barley,"chr4H:9969814\C,\T",4H,9969814,0.000969208,3.01358300978266
soilN,Barley,"chr4H:9969875\T,\A",4H,9969875,0.000969208,3.01358300978266
soilN,Barley,"chr4H:347676228\C,\T",4H,347676228,0.0009707329,3.01290025105341
soilN,Barley,"chr4H:347676234\A,\C",4H,347676234,0.0009707329,3.01290025105341
soilN,Barley,"chr3H:64118636\C,\A",3H,64118636,0.0009718649,3.01239410262766
soilN,Barley,"chr3H:64118702\C,\G",3H,64118702,0.0009718649,3.01239410262766
soilN,Barley,"chr3H:347322634\T,\G",3H,347322634,0.0009721298,3.01227574365378
soilN,Barley,"chr5H:39724965\A,\G",5H,39724965,0.0009731159,3.01183543133201
soilN,Barley,"chr5H:551433419\C,\G",5H,551433419,0.0009747895,3.01108915748959
soilN,Barley,"chr6H:543007014\T,\C",6H,543007014,0.0009749111,3.01103498485501
soilN,Barley,"chr6H:543007015\A,\G",6H,543007015,0.0009749111,3.01103498485501
soilN,Barley,"chr5H:8759829\G,\A",5H,8759829,0.0009763961,3.01037396394541
soilN,Barley,"chr1H:462889126\C,\A",1H,462889126,0.000976668,3.01025304147247
soilN,Barley,"chr1H:144149434\G,\A",1H,144149434,0.000977148,3.01003965253972
soilN,Barley,"chr7H:571169980\C,\T",7H,571169980,0.0009795193,3.00898700244523
soilN,Barley,"chr7H:10377852\G,\T",7H,10377852,0.0009825175,3.0076597054963
soilN,Barley,"chr4H:531017084\T,\G",4H,531017084,0.0009855555,3.00631891408869
soilN,Barley,"chr2H:412421567\G,\T",2H,412421567,0.0009859434,3.00614801586328
soilN,Barley,"chr7H:613982660\C,\T",7H,613982660,0.0009887529,3.00491222971207
soilN,Barley,"chr4H:540433857\C,\G",4H,540433857,0.0009888244,3.00488082557381
soilN,Barley,"chr1H:294560440\G,\A",1H,294560440,0.0009896652,3.00451170074003
soilN,Barley,"chr5H:150733772\C,\T",5H,150733772,0.0009901445,3.00430142058104
soilN,Barley,"chr7H:290250889\T,\G",7H,290250889,0.000990994,3.00392897495446
soilN,Barley,"chr7H:28692763\T,\G",7H,28692763,0.0009921367,3.00342848513864
soilN,Barley,"chr1H:405035387\G,\A",1H,405035387,0.0009956023,3.00191410877281
soilN,Barley,"chr5H:8956655\A,\G",5H,8956655,0.0009964344,3.00155128768682
soilN,Barley,"chr4H:13284372\C,\T",4H,13284372,0.0009979672,3.000883732353
soilN,Barley,"chr1H:402422256\A,\G",1H,402422256,0.0009985194,3.00064349290535
soilN,Barley,"chr1H:481891671\C,\A",1H,481891671,0.001000668,2.99970998813927
soilN,Barley,"chr7H:28397156\G,\A",7H,28397156,0.00100578,2.99749700460294
soilN,Barley,"chr3H:294823139\T,\A",3H,294823139,0.001009394,2.99593928111079
soilN,Barley,"chr5H:39284577\C,\T",5H,39284577,0.001011285,2.99512643443398
soilN,Barley,"chr4H:47976015\A,\G",4H,47976015,0.001012155,2.9947529751542
soilN,Barley,"chr4H:542558679\A,\T",4H,542558679,0.001013271,2.99427438675764
soilN,Barley,"chr4H:601060405\T,\C",4H,601060405,0.001013305,2.99425981438297
soilN,Barley,"chr4H:601060417\A,\G",4H,601060417,0.001013305,2.99425981438297
soilN,Barley,"chr4H:601060421\A,\G",4H,601060421,0.001013305,2.99425981438297
soilN,Barley,"chr4H:601060474\T,\C",4H,601060474,0.001013305,2.99425981438297
soilN,Barley,"chr7H:606035909\A,\G",7H,606035909,0.001014226,2.99386526037088
soilN,Barley,"chr6H:392808935\G,\A",6H,392808935,0.001014819,2.99361141027381
soilN,Barley,"chr3H:64568999\G,\A",3H,64568999,0.001017021,2.99267007943718
soilN,Barley,"chr5H:524520532\A,\G",5H,524520532,0.001021527,2.99075015003394
soilN,Barley,"chr4H:512455317\C,\A",4H,512455317,0.001021957,2.99056737724983
soilN,Barley,"chr1H:198027556\A,\C",1H,198027556,0.001022945,2.99014771608122
soilN,Barley,"chr3H:554734179\A,\G",3H,554734179,0.001024289,2.98957749121437
soilN,Barley,"chr7H:329078367\T,\C",7H,329078367,0.001024553,2.98946557068184
soilN,Barley,"chr7H:597916660\C,\T",7H,597916660,0.001037466,2.98402612715017
soilN,Barley,"chr2H:211823317\A,\T",2H,211823317,0.001040789,2.98263730643931
soilN,Barley,"chr6H:329098025\G,\A",6H,329098025,0.001041076,2.98251756522929
soilN,Barley,"chr7H:42748161\C,\T",7H,42748161,0.001045797,2.98055260833283
soilN,Barley,"chr7H:424049703\T,\C",7H,424049703,0.001046986,2.98005912554503
soilN,Barley,"chr2H:4786437\C,\T",2H,4786437,0.001052176,2.97791160862747
soilN,Barley,"chr4H:44324673\T,\C",4H,44324673,0.001052534,2.97776386625344
soilN,Barley,"chr7H:26960744\G,\C",7H,26960744,0.00105255,2.9777572644155
soilN,Barley,"chr3H:441816790\G,\A",3H,441816790,0.001053795,2.97724386637963
soilN,Barley,"chr4H:45311317\C,\T",4H,45311317,0.00105546,2.97655822100952
soilN,Barley,"chr2H:537466604\G,\A",2H,537466604,0.00105588,2.97638543625216
soilN,Barley,"chr3H:596072191\C,\G",3H,596072191,0.00105603,2.97632374406604
soilN,Barley,"chr6H:357123948\T,\C",6H,357123948,0.001056111,2.97629043392903
soilN,Barley,"chr4H:480259168\C,\A",4H,480259168,0.001057274,2.97581244763364
soilN,Barley,"chr5H:567666686\A,\G",5H,567666686,0.001059248,2.97500234733149
soilN,Barley,"chr5H:567666701\A,\G",5H,567666701,0.001059248,2.97500234733149
soilN,Barley,"chr5H:451138054\T,\C",5H,451138054,0.001059671,2.97482895083234
soilN,Barley,"chr7H:31032942\A,\G",7H,31032942,0.001060209,2.97460851341487
soilN,Barley,"chr7H:29638686\A,\G",7H,29638686,0.00106097,2.97429689604084
soilN,Barley,"chr3H:32374450\A,\T",3H,32374450,0.001061056,2.97426169446889
soilN,Barley,"chr4H:58071442\G,\A",4H,58071442,0.00106122,2.97419457379733
soilN,Barley,"chr3H:467368927\G,\A",3H,467368927,0.001064571,2.97282536862684
soilN,Barley,"chr3H:467368929\T,\A",3H,467368929,0.001064571,2.97282536862684
soilN,Barley,"chr1H:9932587\C,\A",1H,9932587,0.001066959,2.97185226887532
soilN,Barley,"chr3H:553228905\C,\T",3H,553228905,0.001070481,2.97042103660717
soilN,Barley,"chr2H:654634684\G,\C",2H,654634684,0.001073479,2.96920644705757
soilN,Barley,"chr5H:12067425\C,\T",5H,12067425,0.001077201,2.96770325209094
soilN,Barley,"chr5H:12067428\G,\T",5H,12067428,0.001077201,2.96770325209094
soilN,Barley,"chr6H:204680944\T,\C",6H,204680944,0.001080692,2.96629806345647
soilN,Barley,"chr4H:601060469\G,\A",4H,601060469,0.001085111,2.96452583396127
soilN,Barley,"chr7H:573905437\A,\G",7H,573905437,0.001085684,2.96429656243272
soilN,Barley,"chr6H:304640739\C,\T",6H,304640739,0.001085871,2.96422176527739
soilN,Barley,"chr7H:92490718\G,\A",7H,92490718,0.001086129,2.96411859034474
soilN,Barley,"chr3H:580673817\T,\G",3H,580673817,0.001086183,2.96409699869306
soilN,Barley,"chr2H:562855611\A,\G",2H,562855611,0.001087065,2.96374448691891
soilN,Barley,"chr7H:273981133\C,\A",7H,273981133,0.001087281,2.96365820110387
soilN,Barley,"chr6H:555659463\A,\G",6H,555659463,0.001088275,2.96326134738459
soilN,Barley,"chr7H:424049705\G,\A",7H,424049705,0.001092724,2.96148951820904
soilN,Barley,"chr5H:562867379\G,\C",5H,562867379,0.001092887,2.96142473998393
soilN,Barley,"chr4H:517931519\C,\G",4H,517931519,0.001096513,2.9599862150628
soilN,Barley,"chr1H:317798257\C,\T",1H,317798257,0.001097537,2.95958082996969
soilN,Barley,"chr5H:410293440\G,\A",5H,410293440,0.001100097,2.95856901965318
soilN,Barley,"chr7H:82180395\T,\G",7H,82180395,0.00110543,2.95646875338039
soilN,Barley,"chr7H:508415669\C,\T",7H,508415669,0.001115226,2.95263711413406
soilN,Barley,"chr1H:7966992\C,\G",1H,7966992,0.001116167,2.95227082174927
soilN,Barley,"chr7H:625066717\C,\T",7H,625066717,0.001118532,2.95135158669062
soilN,Barley,"chr3H:404777081\C,\G",3H,404777081,0.001119148,2.95111247707029
soilN,Barley,"chr2H:569452199\G,\C",2H,569452199,0.001119606,2.95093478280331
soilN,Barley,"chr1H:17531605\C,\T",1H,17531605,0.001119635,2.95092353386675
soilN,Barley,"chr1H:20927872\T,\C",1H,20927872,0.001120776,2.95048117748956
soilN,Barley,"chr7H:89203296\A,\T",7H,89203296,0.001122397,2.94985350278261
soilN,Barley,"chr2H:19176673\C,\T",2H,19176673,0.001122589,2.94977921765056
soilN,Barley,"chr6H:2320149\C,\G",6H,2320149,0.001122723,2.9497273803463
soilN,Barley,"chr5H:532227650\C,\A",5H,532227650,0.001123414,2.94946016824262
soilN,Barley,"chr1H:476382324\A,\G",1H,476382324,0.001124696,2.94896484943158
soilN,Barley,"chr6H:145541967\G,\A",6H,145541967,0.001130869,2.94658770088553
soilN,Barley,"chr2H:624207177\C,\T",2H,624207177,0.001131241,2.946444862961
soilN,Barley,"chr3H:612886164\T,\A",3H,612886164,0.00113218,2.94608452121115
soilN,Barley,"chr7H:481021948\C,\T",7H,481021948,0.001138325,2.94373372602914
soilN,Barley,"chr3H:601334709\G,\A",3H,601334709,0.001138661,2.94360555400965
soilN,Barley,"chr7H:10341237\G,\A",7H,10341237,0.00113904,2.94346102440707
soilN,Barley,"chr6H:403113957\G,\A",6H,403113957,0.001139209,2.94339659267237
soilN,Barley,"chr2H:209695126\A,\G",2H,209695126,0.001139531,2.9432738557001
soilN,Barley,"chr7H:614953339\T,\C",7H,614953339,0.001142658,2.94208373542981
soilN,Barley,"chr6H:4223971\G,\A",6H,4223971,0.001143432,2.94178965781971
soilN,Barley,"chr7H:273981131\T,\C",7H,273981131,0.001143487,2.94176876840779
soilN,Barley,"chr5H:77500885\C,\T",5H,77500885,0.001144554,2.94136371251431
soilN,Barley,"chr3H:413139204\T,\C",3H,413139204,0.001144734,2.94129541791188
soilN,Barley,"chr3H:465294657\T,\C",3H,465294657,0.00114481,2.9412665856373
soilN,Barley,"chr3H:551647102\T,\C",3H,551647102,0.001145068,2.94116872192857
soilN,Barley,"chr5H:12743088\T,\C",5H,12743088,0.001145129,2.94114558683286
soilN,Barley,"chr2H:30468712\G,\C",2H,30468712,0.001145599,2.94096737413422
soilN,Barley,"chr5H:362452950\A,\C",5H,362452950,0.00114699,2.94044036846643
soilN,Barley,"chr1H:317798275\C,\T",1H,317798275,0.001149776,2.93938676089821
soilN,Barley,"chr4H:602416985\G,\C",4H,602416985,0.001150363,2.93916509528025
soilN,Barley,"chr5H:19689266\C,\T",5H,19689266,0.00115074,2.93902279046283
soilN,Barley,"chr4H:531017133\C,\T",4H,531017133,0.001150831,2.93898844800902
soilN,Barley,"chr6H:2188353\C,\T",6H,2188353,0.00115393,2.93782053566538
soilN,Barley,"chr2H:406304402\C,\T",2H,406304402,0.001154771,2.9375041311804
soilN,Barley,"chr6H:464274709\T,\A",6H,464274709,0.001155971,2.93705306098292
soilN,Barley,"chr5H:12067411\A,\G",5H,12067411,0.001159575,2.93570115644147
soilN,Barley,"chr6H:489892297\T,\G",6H,489892297,0.001160093,2.93550719373183
soilN,Barley,"chr5H:323549433\C,\T",5H,323549433,0.001162429,2.93463356390027
soilN,Barley,"chr3H:400135824\A,\G",3H,400135824,0.001162978,2.93442850072209
soilN,Barley,"chr2H:533931957\A,\C",2H,533931957,0.001164453,2.93387803589923
soilN,Barley,"chr2H:533931963\A,\C",2H,533931963,0.001164453,2.93387803589923
soilN,Barley,"chr1H:329904049\C,\A",1H,329904049,0.001164557,2.93383924978311
soilN,Barley,"chr7H:41820985\A,\G",7H,41820985,0.001165058,2.93365245364831
soilN,Barley,"chr2H:561474914\C,\T",2H,561474914,0.001165303,2.93356113548047
soilN,Barley,"chr5H:407341742\C,\T",5H,407341742,0.001168883,2.93222895761262
soilN,Barley,"chr7H:57825434\T,\C",7H,57825434,0.001171333,2.93131962115018
soilN,Barley,"chr5H:451137990\A,\G",5H,451137990,0.001172304,2.93095975316205
soilN,Barley,"chr5H:574353407\C,\T",5H,574353407,0.001172817,2.9307697475523
soilN,Barley,"chr3H:306098412\G,\A",3H,306098412,0.00117416,2.93027271877625
soilN,Barley,"chr7H:341961944\G,\A",7H,341961944,0.001175083,2.92993145665273
soilN,Barley,"chr5H:38538690\G,\A",5H,38538690,0.001175494,2.92977958327536
soilN,Barley,"chr6H:387450798\G,\A",6H,387450798,0.001176696,2.92933572286214
soilN,Barley,"chr4H:41470492\T,\C",4H,41470492,0.001179519,2.92829505899314
soilN,Barley,"chr3H:596376210\C,\T",3H,596376210,0.001183725,2.92674918009148
soilN,Barley,"chr3H:596377285\G,\A",3H,596377285,0.001183725,2.92674918009148
soilN,Barley,"chr3H:596405864\C,\T",3H,596405864,0.001183725,2.92674918009148
soilN,Barley,"chr3H:596405893\G,\A",3H,596405893,0.001183725,2.92674918009148
soilN,Barley,"chr2H:21081505\G,\A",2H,21081505,0.001185672,2.92603543600673
soilN,Barley,"chr7H:57355468\G,\A",7H,57355468,0.00118641,2.92576520138753
soilN,Barley,"chr3H:590338525\G,\A",3H,590338525,0.001188554,2.92498108203066
soilN,Barley,"chr4H:517531007\C,\T",4H,517531007,0.001191805,2.92379479690431
soilN,Barley,"chr5H:567703479\C,\T",5H,567703479,0.001192495,2.92354343323289
soilN,Barley,"chr6H:145528013\A,\G",6H,145528013,0.001193374,2.92322342834841
soilN,Barley,"chr7H:615172984\C,\G",7H,615172984,0.001195275,2.92253216396892
soilN,Barley,"chr4H:9954106\T,\C",4H,9954106,0.001195823,2.92233309778238
soilN,Barley,"chr2H:108624814\A,\T",2H,108624814,0.001197238,2.92181950722743
soilN,Barley,"chr7H:482379862\T,\C",7H,482379862,0.001198662,2.92130326246342
soilN,Barley,"chr2H:55368970\A,\G",2H,55368970,0.001199694,2.92092951316766
soilN,Barley,"chr2H:209189789\A,\T",2H,209189789,0.001200789,2.92053329916351
soilN,Barley,"chr6H:21124095\G,\A",6H,21124095,0.001200928,2.92048302934982
soilN,Barley,"chr1H:495642416\G,\C",1H,495642416,0.001201401,2.92031201089848
soilN,Barley,"chr5H:310255539\C,\A",5H,310255539,0.001202446,2.91993441801327
soilN,Barley,"chr1H:432800565\C,\T",1H,432800565,0.001205376,2.91887745993243
soilN,Barley,"chr3H:615462913\G,\A",3H,615462913,0.001206566,2.91844891689499
soilN,Barley,"chr2H:30310504\T,\C",2H,30310504,0.001209791,2.91728965066424
soilN,Barley,"chr2H:597678933\T,\C",2H,597678933,0.001211477,2.91668482656808
soilN,Barley,"chr7H:61839981\G,\T",7H,61839981,0.001213653,2.91590546624823
soilN,Barley,"chr7H:27415020\T,\C",7H,27415020,0.001215093,2.91539048104416
soilN,Barley,"chr7H:95659039\T,\C",7H,95659039,0.001226662,2.91127508825656
soilN,Barley,"chr5H:407859070\A,\G",5H,407859070,0.001226942,2.91117596675573
soilN,Barley,"chr3H:347312668\G,\A",3H,347312668,0.001229616,2.91023049434818
soilN,Barley,"chr6H:119078853\A,\G",6H,119078853,0.001230102,2.91005887538946
soilN,Barley,"chr6H:264494701\C,\T",6H,264494701,0.001230144,2.91004404730459
soilN,Barley,"chr6H:264494702\T,\G",6H,264494702,0.001230144,2.91004404730459
soilN,Barley,"chr5H:468988738\G,\C",5H,468988738,0.00123058,2.90989014756119
soilN,Barley,"chr2H:624071991\G,\A",2H,624071991,0.001233286,2.90893619849047
soilN,Barley,"chr5H:357798210\C,\T",5H,357798210,0.001235278,2.90823529319028
soilN,Barley,"chr3H:184609482\C,\T",3H,184609482,0.001237902,2.9073137353998
soilN,Barley,"chr3H:184609483\T,\C",3H,184609483,0.001237902,2.9073137353998
soilN,Barley,"chr2H:31271148\A,\T",2H,31271148,0.001240922,2.90625551586968
soilN,Barley,"chr3H:590854236\G,\A",3H,590854236,0.001241198,2.90615893288618
soilN,Barley,"chr1H:13382601\A,\T",1H,13382601,0.001243391,2.90539228049728
soilN,Barley,"chr5H:483853847\A,\T",5H,483853847,0.001245692,2.90458932463963
soilN,Barley,"chr1H:392301655\G,\A",1H,392301655,0.001249364,2.90331101225793
soilN,Barley,"chr2H:245403119\A,\T",2H,245403119,0.001258987,2.8999787542904
soilN,Barley,"chr3H:615462914\G,\C",3H,615462914,0.001259246,2.89988942000623
soilN,Barley,"chr3H:15742388\C,\G",3H,15742388,0.001259977,2.89963738255248
soilN,Barley,"chr1H:512808234\C,\A",1H,512808234,0.001263548,2.89840825533554
soilN,Barley,"chr1H:24146193\T,\G",1H,24146193,0.001268323,2.89677013190053
soilN,Barley,"chr3H:400443936\T,\C",3H,400443936,0.001269611,2.89632932347863
soilN,Barley,"chr3H:400443938\G,\T",3H,400443938,0.001269611,2.89632932347863
soilN,Barley,"chr3H:400444014\C,\T",3H,400444014,0.001269611,2.89632932347863
soilN,Barley,"chr3H:400444032\T,\C",3H,400444032,0.001269611,2.89632932347863
soilN,Barley,"chr3H:400089818\G,\T",3H,400089818,0.001272988,2.89517569026492
soilN,Barley,"chr4H:46000718\A,\G",4H,46000718,0.001273729,2.89492296314984
soilN,Barley,"chr3H:160956698\A,\G",3H,160956698,0.0012745,2.89466016019471
soilN,Barley,"chr1H:508298010\G,\A",1H,508298010,0.001278149,2.89341851542184
soilN,Barley,"chr2H:84231568\C,\G",2H,84231568,0.001278495,2.89330096609416
soilN,Barley,"chr6H:57243984\C,\T",6H,57243984,0.001278645,2.8932500152879
soilN,Barley,"chr6H:57244010\C,\T",6H,57244010,0.001278645,2.8932500152879
soilN,Barley,"chr2H:568142964\G,\A",2H,568142964,0.001278964,2.89314167977575
soilN,Barley,"chr2H:208750327\C,\T",2H,208750327,0.0012809,2.89248477434854
soilN,Barley,"chr2H:26013808\G,\T",2H,26013808,0.001284053,2.89141705015151
soilN,Barley,"chr5H:410347059\T,\C",5H,410347059,0.001286387,2.89062835747684
soilN,Barley,"chr5H:562867371\G,\T",5H,562867371,0.001288479,2.88992265531132
soilN,Barley,"chr5H:562867380\G,\A",5H,562867380,0.001288479,2.88992265531132
soilN,Barley,"chr5H:562867387\G,\T",5H,562867387,0.001288479,2.88992265531132
soilN,Barley,"chr5H:562867418\T,\G",5H,562867418,0.001288479,2.88992265531132
soilN,Barley,"chr5H:562867427\G,\C",5H,562867427,0.001288479,2.88992265531132
soilN,Barley,"chr1H:19991110\A,\G",1H,19991110,0.001289871,2.88945372132056
soilN,Barley,"chr5H:9534960\G,\A",5H,9534960,0.001292004,2.88873614177806
soilN,Barley,"chr5H:425454727\C,\A",5H,425454727,0.001293326,2.88829199162692
soilN,Barley,"chr7H:254357198\G,\C",7H,254357198,0.001299073,2.88636644353329
soilN,Barley,"chr5H:415749806\A,\G",5H,415749806,0.001300141,2.88600954599983
soilN,Barley,"chr7H:342924930\G,\A",7H,342924930,0.00130123,2.88564593256797
soilN,Barley,"chr7H:28981019\A,\G",7H,28981019,0.001302428,2.88524627575741
soilN,Barley,"chr3H:431853834\C,\T",3H,431853834,0.001303289,2.8849592702518
soilN,Barley,"chr3H:160957343\T,\A",3H,160957343,0.001306194,2.88399231550167
soilN,Barley,"chr4H:606769767\G,\A",4H,606769767,0.001307133,2.88368022096773
soilN,Barley,"chr1H:343002634\A,\C",1H,343002634,0.001308561,2.88320602744068
soilN,Barley,"chr3H:620458326\A,\C",3H,620458326,0.001308718,2.88315392429558
soilN,Barley,"chr5H:404390430\T,\C",5H,404390430,0.001309114,2.88302253265842
soilN,Barley,"chr3H:26718082\T,\G",3H,26718082,0.001311387,2.88226912588244
soilN,Barley,"chr2H:654815304\A,\C",2H,654815304,0.001312295,2.8819685258819
soilN,Barley,"chr2H:654815316\A,\G",2H,654815316,0.001312295,2.8819685258819
soilN,Barley,"chr2H:533912883\T,\C",2H,533912883,0.001312977,2.8817428815728
soilN,Barley,"chr7H:290295076\T,\G",7H,290295076,0.001313151,2.88168533126302
soilN,Barley,"chr7H:39452451\G,\C",7H,39452451,0.001313835,2.88145917289572
soilN,Barley,"chr3H:312767232\C,\T",3H,312767232,0.001314408,2.88126980627926
soilN,Barley,"chr4H:601060436\G,\A",4H,601060436,0.001314788,2.88114426835491
soilN,Barley,"chr3H:32381462\G,\A",3H,32381462,0.001317657,2.88019762645971
soilN,Barley,"chr2H:647575099\T,\C",2H,647575099,0.001319575,2.87956592097217
soilN,Barley,"chr5H:454072978\T,\C",5H,454072978,0.001319877,2.87946653902917
soilN,Barley,"chr3H:397550813\G,\A",3H,397550813,0.001321321,2.87899166263267
soilN,Barley,"chr2H:445630393\C,\T",2H,445630393,0.001323519,2.87826981973027
soilN,Barley,"chr2H:569452191\T,\G",2H,569452191,0.001324034,2.87810086246218
soilN,Barley,"chr3H:15462935\G,\A",3H,15462935,0.001325539,2.87760748993343
soilN,Barley,"chr5H:27589721\C,\T",5H,27589721,0.00132872,2.87656652791101
soilN,Barley,"chr7H:81529145\G,\A",7H,81529145,0.001329061,2.87645508575747
soilN,Barley,"chr5H:115542493\C,\T",5H,115542493,0.001337336,2.87375946438115
soilN,Barley,"chr5H:454072965\T,\C",5H,454072965,0.001337633,2.8736630255352
