,maize_aridity_index
SEEDGWAS5007:MRG:4:250096390,3971
SEEDGWAS5008:MRG:4:250096394,4692
SEEDGWAS5009:MRG:4:250096395,4021
SEEDGWAS501:MRG:4:250059294,5088
SEEDGWAS5010:MRG:4:250096397,5935
SEEDGWAS5011:MRG:4:250096413,4674
SEEDGWAS5012:MRG:4:250096414,4674
SEEDGWAS5013:MRG:4:250096427,3008
SEEDGWAS5014:MRG:4:250096437,3150
SEEDGWAS5015:MRG:4:250096440,2924
SEEDGWAS5016:MRG:4:250096441,2924
SEEDGWAS5017:MRG:4:250096442,2924
SEEDGWAS5018:MRG:4:250096444,3062
SEEDGWAS5019:MRG:4:250096445,3063
SEEDGWAS502:MRG:4:250059295,5720
SEEDGWAS5020:MRG:4:250096446,3063
SEEDGWAS5022:MRG:4:250096487,3637
SEEDGWAS5023:MRG:4:250096492,3150
SEEDGWAS5023:MRG:4:250096493,3150
SEEDGWAS5024:MRG:4:250096514,5735
SEEDGWAS5025:MRG:4:250096516,3370
SEEDGWAS5026:MRG:4:250096519,6098
SEEDGWAS5027:MRG:4:250096528,2548
SEEDGWAS5028:MRG:4:250096547,2408
SEEDGWAS5029:MRG:4:250096558,7201
SEEDGWAS503:MRG:4:250059296,5720
SEEDGWAS5030:MRG:4:250096561,4409
SEEDGWAS5031:MRG:4:250096569,2408
SEEDGWAS5032:MRG:4:250096607,2301
SEEDGWAS5033:MRG:4:250096608,2301
SEEDGWAS5034:MRG:4:250096609,9041
SEEDGWAS5035:MRG:4:250096618,4158
SEEDGWAS5036:MRG:4:250096619,3686
SEEDGWAS5037:MRG:4:250096621,3611
SEEDGWAS5038:MRG:4:250096622,5114
SEEDGWAS5039:MRG:4:250096641,3038
SEEDGWAS504:MRG:4:250059297,5720
SEEDGWAS5040:MRG:4:250096646,5114
SEEDGWAS5041:MRG:4:250096652,3759
SEEDGWAS5042:MRG:4:250096654,2926
SEEDGWAS5043:MRG:4:250096655,2633
SEEDGWAS5044:MRG:4:250096658,2924
SEEDGWAS5045:MRG:4:250096660,3759
SEEDGWAS5046:MRG:4:250096664,7650
SEEDGWAS5046:MRG:4:250096665,7650
SEEDGWAS5047:MRG:4:250096668,2166
SEEDGWAS5048:MRG:4:250096680,3008
SEEDGWAS5049:MRG:4:250096685,2633
SEEDGWAS5050:MRG:4:250096690,3150
SEEDGWAS5051:MRG:4:250096692,3759
SEEDGWAS5052:MRG:4:250096696,2640
SEEDGWAS5052:MRG:4:250096697,2640
SEEDGWAS5053:MRG:4:250096732,4578
SEEDGWAS5054:MRG:4:250096733,4491
SEEDGWAS5055:MRG:4:250096735,4299
SEEDGWAS5056:MRG:4:250096749,3686
SEEDGWAS5057:MRG:4:250096778,9840
SEEDGWAS5058:MRG:4:250096788,3503
SEEDGWAS506:MRG:4:250059298,7161
SEEDGWAS5060:MRG:4:250096796,2796
SEEDGWAS5061:MRG:4:250096799,4299
SEEDGWAS5062:MRG:4:250096812,2796
SEEDGWAS5063:MRG:4:250096813,4438
SEEDGWAS5064:MRG:4:250096863,7650
SEEDGWAS5065:MRG:4:250096869,7650
SEEDGWAS5066:MRG:4:250096873,4177
SEEDGWAS5067:MRG:4:250096876,4177
SEEDGWAS5068:MRG:4:250096893,4491
SEEDGWAS5069:MRG:4:250096913,5203
SEEDGWAS507:MRG:4:250059299,6563
SEEDGWAS5070:MRG:4:250096917,7432
SEEDGWAS5071:MRG:4:250096918,7432
SEEDGWAS5072:MRG:4:250096919,7284
SEEDGWAS5073:MRG:4:250096922,3301
SEEDGWAS5074:MRG:4:250096928,3364
SEEDGWAS5075:MRG:4:250096943,6706
SEEDGWAS5076:MRG:4:250096944,4099
SEEDGWAS5077:MRG:4:250096945,2053
SEEDGWAS5078:MRG:4:250096948,7650
SEEDGWAS5079:MRG:4:250096950,4564
SEEDGWAS508:MRG:4:250059300,5170
SEEDGWAS5080:MRG:4:250096951,6706
SEEDGWAS5081:MRG:4:250096954,4513
SEEDGWAS5082:MRG:4:250104986,4007
SEEDGWAS5083:MRG:4:250104989,7650
SEEDGWAS5084:MRG:4:250104990,2728
SEEDGWAS5085:MRG:4:250104994,8197
SEEDGWAS5086:MRG:4:250105002,8253
SEEDGWAS5087:MRG:4:250105006,3637
SEEDGWAS5088:MRG:4:250105012,8206
SEEDGWAS5089:MRG:4:250105013,7650
SEEDGWAS509:MRG:4:250059301,7161
SEEDGWAS5090:MRG:4:250105035,4622
SEEDGWAS5091:MRG:4:250105049,6706
SEEDGWAS5092:MRG:4:250105050,6706
SEEDGWAS5093:MRG:4:250105056,2934
SEEDGWAS5094:MRG:4:250105059,4511
SEEDGWAS5095:MRG:4:250105060,3849
SEEDGWAS5096:MRG:4:250105062,4688
SEEDGWAS5097:MRG:4:250105064,6934
SEEDGWAS5098:MRG:4:250105065,8206
SEEDGWAS5099:MRG:4:250105067,2934
SEEDGWAS510:MRG:4:250059302,12023
SEEDGWAS5100:MRG:4:250105075,5665
SEEDGWAS5101:MRG:4:250105076,2892
SEEDGWAS5103:MRG:4:250105138,3588
SEEDGWAS5104:MRG:4:250105143,2094
SEEDGWAS5105:MRG:4:250105144,5106
SEEDGWAS5106:MRG:4:250105149,3429
SEEDGWAS5107:MRG:4:250105154,1818
SEEDGWAS5108:MRG:4:250105156,3630
SEEDGWAS5109:MRG:4:250105164,2051
SEEDGWAS5110:MRG:4:250105165,4783
SEEDGWAS5111:MRG:4:250105167,3606
SEEDGWAS5112:MRG:4:250105168,3802
SEEDGWAS5113:MRG:4:250105170,4649
SEEDGWAS5114:MRG:4:250105173,8050
SEEDGWAS5114:MRG:4:250105174,8050
SEEDGWAS5115:MRG:4:250105178,7945
SEEDGWAS5116:MRG:4:250105179,7284
SEEDGWAS5117:MRG:4:250105180,7098
SEEDGWAS5118:MRG:4:250105182,7098
SEEDGWAS5119:MRG:4:250105183,7837
SEEDGWAS5120:MRG:4:250105184,7148
SEEDGWAS5121:MRG:4:250105185,7148
SEEDGWAS5122:MRG:4:250105188,7284
SEEDGWAS5123:MRG:4:250105189,5576
SEEDGWAS5124:MRG:4:250105190,5699
SEEDGWAS5125:MRG:4:250105192,3023
SEEDGWAS5127:MRG:4:250096634,2202
SEEDGWAS5128:MRG:4:250096678,2468
SEEDGWAS513:MRG:4:250059305,4926
SEEDGWAS5131:MRG:4:250105019,2727
SEEDGWAS5132:MRG:4:250105081,2425
SEEDGWAS5136:MRG:4:250096268,2485
SEEDGWAS5137:MRG:4:250096271,5400
SEEDGWAS5138:MRG:4:250096273,5400
SEEDGWAS5139:MRG:4:250096299,3809
SEEDGWAS5140:MRG:4:250096354,4887
SEEDGWAS5141:MRG:4:250096376,5164
SEEDGWAS5142:MRG:4:250096420,3311
SEEDGWAS5143:MRG:4:250096421,3042
SEEDGWAS5144:MRG:4:250096481,3081
SEEDGWAS5145:MRG:4:250096527,2621
SEEDGWAS5146:MRG:4:250096557,2796
SEEDGWAS5147:MRG:4:250096639,3432
SEEDGWAS5148:MRG:4:250096663,2796
SEEDGWAS5150:MRG:4:250096792,2796
SEEDGWAS5151:MRG:4:250096794,2716
SEEDGWAS5152:MRG:4:250096898,3984
SEEDGWAS5153:MRG:4:250096902,2244
SEEDGWAS5154:MRG:4:250096942,1990
SEEDGWAS5155:MRG:4:250105028,2270
SEEDGWAS5156:MRG:4:250105030,2661
SEEDGWAS5157:MRG:4:250105036,4407
SEEDGWAS5158:MRG:4:250105046,2022
SEEDGWAS5159:MRG:4:250105048,3849
SEEDGWAS516:MRG:4:250059308,7973
SEEDGWAS5160:MRG:4:250096255,1381
SEEDGWAS5161:MRG:4:250096675,2744
SEEDGWAS5162:MRG:4:250096755,2656
SEEDGWAS5163:MRG:4:250105042,2095
SEEDGWAS5164:MRG:4:250105069,2259
SEEDGWAS5165:MRG:4:250096400,5513
SEEDGWAS5166:MRG:4:250096882,3395
SEEDGWAS5167:MRG:4:250096741,12192
SEEDGWAS5168:MRG:4:250096870,7650
SEEDGWAS5169:MRG:4:250104996,7650
SEEDGWAS517:MRG:4:250059309,6685
SEEDGWAS5170:MRG:4:250105015,6934
SEEDGWAS5171:MRG:4:250105017,3855
SEEDGWAS5172:MRG:4:250105066,12023
SEEDGWAS5173:MRG:4:250105117,12023
SEEDGWAS518:MRG:4:250059310,6558
SEEDGWAS5187:MRG:4:250105202,6467
SEEDGWAS5189:MRG:4:250105204,2060
SEEDGWAS519:MRG:4:250059311,5294
SEEDGWAS5190:MRG:4:250105205,3408
SEEDGWAS5191:MRG:4:250105206,3419
SEEDGWAS5192:MRG:4:250105207,4727
SEEDGWAS5193:MRG:4:250105208,6017
SEEDGWAS5194:MRG:4:250105367,6964
SEEDGWAS5195:MRG:4:250105368,3075
SEEDGWAS5196:MRG:4:250105369,17365
SEEDGWAS5197:MRG:4:250105370,2202
SEEDGWAS5199:MRG:4:250105372,10084
SEEDGWAS52:MRG:4:250054481,6717
SEEDGWAS520:MRG:4:250059312,6123
SEEDGWAS5200:MRG:4:250105373,23179
SEEDGWAS5201:MRG:4:250105374,5519
SEEDGWAS5202:MRG:4:250105375,4819
SEEDGWAS5203:MRG:4:250105376,4834
SEEDGWAS5204:MRG:4:250105377,4834
SEEDGWAS5205:MRG:4:250105378,5093
SEEDGWAS5206:MRG:4:250105379,5646
SEEDGWAS5207:MRG:4:250105380,4218
SEEDGWAS5208:MRG:4:250105381,1938
SEEDGWAS5209:MRG:4:250105382,6842
SEEDGWAS521:MRG:4:250059313,6123
SEEDGWAS5210:MRG:4:250105383,2213
SEEDGWAS5214:MRG:4:250105387,19398
SEEDGWAS5215:MRG:4:250105388,18032
SEEDGWAS5216:MRG:4:250105389,17154
SEEDGWAS5219:MRG:4:250105392,7626
SEEDGWAS522:MRG:4:250059314,5010
SEEDGWAS5220:MRG:4:250105393,14838
SEEDGWAS5221:MRG:4:250105394,8505
SEEDGWAS5227:MRG:4:250105400,8138
SEEDGWAS523:MRG:4:250059315,5335
SEEDGWAS5232:MRG:4:250105406,9111
SEEDGWAS5234:MRG:4:250105409,2452
SEEDGWAS5235:MRG:4:250105410,2646
SEEDGWAS5236:MRG:4:250105411,2646
SEEDGWAS5237:MRG:4:250105412,2646
SEEDGWAS5238:MRG:4:250105413,3257
SEEDGWAS5239:MRG:4:250105414,3129
SEEDGWAS524:MRG:4:250059316,5381
SEEDGWAS5240:MRG:4:250105415,3129
SEEDGWAS5241:MRG:4:250105416,3129
SEEDGWAS5243:MRG:4:250105418,8092
SEEDGWAS525:MRG:4:250059317,6216
SEEDGWAS526:MRG:4:250059318,13164
SEEDGWAS5262:MRG:4:250105438,6224
SEEDGWAS5263:MRG:4:250105439,12631
SEEDGWAS5264:MRG:4:250105440,2744
SEEDGWAS5265:MRG:4:250105441,3277
SEEDGWAS5266:MRG:4:250105442,10429
SEEDGWAS5267:MRG:4:250105443,4093
SEEDGWAS5268:MRG:4:250105444,4110
SEEDGWAS5269:MRG:4:250105445,10258
SEEDGWAS527:MRG:4:250059319,5553
SEEDGWAS5270:MRG:4:250105446,4509
SEEDGWAS5271:MRG:4:250105447,7308
SEEDGWAS5273:MRG:4:250105449,5414
SEEDGWAS5277:MRG:4:250105453,5068
SEEDGWAS528:MRG:4:250059320,5771
SEEDGWAS5280:MRG:4:250105456,4030
SEEDGWAS5283:MRG:4:250105459,903
SEEDGWAS5284:MRG:4:250105460,4161
SEEDGWAS5285:MRG:4:250105461,8256
SEEDGWAS5286:MRG:4:250105462,13062
SEEDGWAS5287:D17PEACXX:3:250098128,2535
SEEDGWAS5287:D17PEACXX:3:250098215,2535
SEEDGWAS5288:D17PEACXX:3:250098129,2893
SEEDGWAS5288:D17PEACXX:3:250098216,2893
SEEDGWAS5289:D17PEACXX:3:250098130,8507
SEEDGWAS5289:D17PEACXX:3:250098217,8507
SEEDGWAS529:MRG:4:250059321,5799
SEEDGWAS5290:D17PEACXX:3:250098131,5553
SEEDGWAS5290:D17PEACXX:3:250098218,5553
SEEDGWAS5291:D17PEACXX:3:250098132,7051
SEEDGWAS5291:D17PEACXX:3:250098219,7051
SEEDGWAS5292:D17PEACXX:3:250098133,7982
SEEDGWAS5292:D17PEACXX:3:250098220,7982
SEEDGWAS5293:D17PEACXX:3:250098134,4143
SEEDGWAS5293:D17PEACXX:3:250098221,4143
SEEDGWAS5294:D17PEACXX:3:250098135,3057
SEEDGWAS5294:D17PEACXX:3:250098222,3057
SEEDGWAS5295:D17PEACXX:3:250098136,4106
SEEDGWAS5295:D17PEACXX:3:250098223,4106
SEEDGWAS5296:D17PEACXX:3:250098137,3787
SEEDGWAS5297:D17PEACXX:3:250098138,3432
SEEDGWAS5298:D17PEACXX:3:250098139,3857
SEEDGWAS5299:D17PEACXX:3:250098140,2893
SEEDGWAS53:MRG:4:250054483,5660
SEEDGWAS530:MRG:4:250059322,7689
SEEDGWAS5300:D17PEACXX:3:250098141,3098
SEEDGWAS5301:D17PEACXX:3:250098142,4259
SEEDGWAS5302:D17PEACXX:3:250098143,5113
SEEDGWAS5303:D17PEACXX:3:250098144,8027
SEEDGWAS5304:D17PEACXX:3:250098145,3382
SEEDGWAS5305:D17PEACXX:3:250098146,1952
SEEDGWAS5306:D17PEACXX:3:250098147,2468
SEEDGWAS5307:D17PEACXX:3:250098148,4244
SEEDGWAS5308:D17PEACXX:3:250098149,4285
SEEDGWAS5309:D17PEACXX:3:250098150,4162
SEEDGWAS531:MRG:4:250059323,17017
SEEDGWAS5310:D17PEACXX:3:250098151,2118
SEEDGWAS5311:D17PEACXX:3:250098152,8528
SEEDGWAS5312:D17PEACXX:3:250098153,8973
SEEDGWAS5313:D17PEACXX:3:250098154,3182
SEEDGWAS5314:D17PEACXX:3:250098155,2970
SEEDGWAS5315:D17PEACXX:3:250098156,1699
SEEDGWAS5316:D17PEACXX:3:250098157,3430
SEEDGWAS5317:D17PEACXX:3:250098158,7982
SEEDGWAS5318:D17PEACXX:3:250098159,4369
SEEDGWAS5319:D17PEACXX:3:250098160,3115
SEEDGWAS5320:D17PEACXX:3:250098161,3159
SEEDGWAS5321:D17PEACXX:3:250098163,1577
SEEDGWAS5322:D17PEACXX:3:250098164,2075
SEEDGWAS5323:D17PEACXX:3:250098165,2547
SEEDGWAS5324:D17PEACXX:3:250098166,6761
SEEDGWAS5325:D17PEACXX:3:250098167,5113
SEEDGWAS5327:D17PEACXX:3:250098169,5113
SEEDGWAS5328:D17PEACXX:3:250098170,11601
SEEDGWAS5329:D17PEACXX:3:250098171,3558
SEEDGWAS5330:D17PEACXX:3:250098172,3558
SEEDGWAS5331:D17PEACXX:3:250098173,4453
SEEDGWAS5332:D17PEACXX:3:250098174,4453
SEEDGWAS5333:D17PEACXX:3:250098175,4831
SEEDGWAS5334:D17PEACXX:3:250098176,3695
SEEDGWAS5335:D17PEACXX:3:250098177,4177
SEEDGWAS5336:D17PEACXX:3:250098178,6628
SEEDGWAS5339:D17PEACXX:3:250098181,2649
SEEDGWAS5340:D17PEACXX:3:250098182,2649
SEEDGWAS5342:D17PEACXX:3:250098184,4030
SEEDGWAS5343:D17PEACXX:3:250098185,4030
SEEDGWAS5344:D17PEACXX:3:250098186,3560
SEEDGWAS5345:D17PEACXX:3:250098187,13783
SEEDGWAS5346:D17PEACXX:3:250098188,4343
SEEDGWAS5347:D17PEACXX:3:250098189,4248
SEEDGWAS5348:D17PEACXX:3:250098190,3390
SEEDGWAS5349:D17PEACXX:3:250098191,3662
SEEDGWAS5350:D17PEACXX:3:250098192,3662
SEEDGWAS5351:D17PEACXX:3:250098193,6672
SEEDGWAS5352:D17PEACXX:3:250098194,2893
SEEDGWAS5353:D17PEACXX:3:250098195,4500
SEEDGWAS5354:D17PEACXX:3:250098197,3855
SEEDGWAS5355:D17PEACXX:3:250098198,5419
SEEDGWAS5357:D17PEACXX:3:250098200,6256
SEEDGWAS5358:D17PEACXX:3:250098201,6256
SEEDGWAS5359:D17PEACXX:3:250098202,3382
SEEDGWAS536:MRG:4:250059325,7247
SEEDGWAS5361:D17PEACXX:3:250098204,3061
SEEDGWAS5366:D17PEACXX:3:250098210,4237
SEEDGWAS5367:D17PEACXX:3:250098211,2725
SEEDGWAS5368:D17PEACXX:3:250098212,4914
SEEDGWAS537:MRG:4:250059326,5994
SEEDGWAS5370:D17PEACXX:3:250098214,11360
SEEDGWAS538:MRG:4:250059327,5994
SEEDGWAS539:MRG:4:250059328,3223
SEEDGWAS54:MRG:4:250054484,5863
SEEDGWAS541:MRG:4:250059329,3223
SEEDGWAS542:MRG:4:250059330,3223
SEEDGWAS543:MRG:4:250059331,6023
SEEDGWAS544:MRG:4:250059332,6023
SEEDGWAS545:MRG:4:250059333,6023
SEEDGWAS547:MRG:4:250059334,6429
SEEDGWAS548:MRG:4:250059335,4835
SEEDGWAS549:MRG:4:250059336,7856
SEEDGWAS55:MRG:4:250054485,5660
SEEDGWAS56:MRG:4:250054486,8991
SEEDGWAS57:MRG:4:250054487,8528
SEEDGWAS589:MRG:4:250059403,5631
SEEDGWAS59:MRG:4:250054489,19289
SEEDGWAS591:MRG:4:250059405,14064
SEEDGWAS592:MRG:4:250059406,1697
SEEDGWAS594:MRG:4:250059408,3064
SEEDGWAS595:MRG:4:250059409,1511
SEEDGWAS596:MRG:4:250059410,3991
SEEDGWAS598:MRG:4:250059412,5432
SEEDGWAS6:MRG:4:250054450,11640
SEEDGWAS601:MRG:4:250059414,12688
SEEDGWAS604:MRG:4:250059417,2522
SEEDGWAS606:MRG:4:250059419,1589
SEEDGWAS609:MRG:4:250059420,8223
SEEDGWAS612:MRG:4:250059423,16309
SEEDGWAS613:MRG:4:250059424,9384
SEEDGWAS614:MRG:4:250059425,12964
SEEDGWAS617:MRG:4:250059428,16452
SEEDGWAS618:MRG:4:250059429,19281
SEEDGWAS619:MRG:4:250059430,22462
SEEDGWAS620:MRG:4:250059431,19282
SEEDGWAS621:MRG:4:250059432,15288
SEEDGWAS622:MRG:4:250059433,7450
SEEDGWAS623:MRG:4:250059434,18713
SEEDGWAS624:MRG:4:250059435,17997
SEEDGWAS625:MRG:4:250059436,18594
SEEDGWAS634:MRG:4:250059441,12003
SEEDGWAS637:MRG:4:250059443,9577
SEEDGWAS639:MRG:4:250059444,5117
SEEDGWAS64:MRG:4:250054492,15074
SEEDGWAS640:MRG:4:250059445,4038
SEEDGWAS641:MRG:4:250059446,11546
SEEDGWAS644:MRG:4:250059448,4674
SEEDGWAS645:MRG:4:250059449,4367
SEEDGWAS647:MRG:4:250059450,3483
SEEDGWAS648:MRG:4:250059451,3967
SEEDGWAS649:MRG:4:250059452,5394
SEEDGWAS65:MRG:4:250054493,10067
SEEDGWAS650:MRG:4:250059453,5959
SEEDGWAS651:MRG:4:250059454,3483
SEEDGWAS652:MRG:4:250059455,3737
SEEDGWAS656:MRG:4:250059458,4237
SEEDGWAS657:MRG:4:250059459,5513
SEEDGWAS658:MRG:4:250059460,4955
SEEDGWAS659:MRG:4:250059461,7051
SEEDGWAS66:MRG:4:250054494,6525
SEEDGWAS660:MRG:4:250059462,4674
SEEDGWAS662:MRG:4:250059465,14346
SEEDGWAS663:MRG:4:250059466,6672
SEEDGWAS664:MRG:4:250059467,6099
SEEDGWAS665:MRG:4:250059468,6672
SEEDGWAS669:MRG:4:250059472,13653
SEEDGWAS670:MRG:4:250059473,13164
SEEDGWAS674:MRG:4:250059477,6979
SEEDGWAS677:MRG:4:250059481,4640
SEEDGWAS68:MRG:4:250054495,8829
SEEDGWAS680:MRG:4:250059483,5021
SEEDGWAS681:MRG:4:250059484,4159
SEEDGWAS682:MRG:4:250059485,4510
SEEDGWAS683:MRG:4:250059486,5061
SEEDGWAS684:MRG:4:250059487,5306
SEEDGWAS685:MRG:4:250059488,4338
SEEDGWAS686:MRG:4:250059489,5840
SEEDGWAS687:MRG:4:250059490,4016
SEEDGWAS692:MRG:4:250059493,9415
SEEDGWAS693:MRG:4:250059525,5897
SEEDGWAS694:MRG:4:250059526,5995
SEEDGWAS695:MRG:4:250059527,6364
SEEDGWAS696:MRG:4:250059528,6839
SEEDGWAS697:MRG:4:250059529,6717
SEEDGWAS700:MRG:4:250059532,4122
SEEDGWAS701:MRG:4:250059533,2581
SEEDGWAS702:MRG:4:250059534,7477
SEEDGWAS703:MRG:4:250059535,7859
SEEDGWAS704:MRG:4:250059536,20178
SEEDGWAS705:MRG:4:250059537,22823
SEEDGWAS706:MRG:4:250059538,14185
SEEDGWAS707:MRG:4:250059539,14599
SEEDGWAS71:MRG:4:250054497,6511
SEEDGWAS710:MRG:4:250059540,10183
SEEDGWAS711:MRG:4:250059541,3882
SEEDGWAS712:MRG:4:250059542,10788
SEEDGWAS713:MRG:4:250059543,5388
SEEDGWAS714:MRG:4:250059544,7396
SEEDGWAS717:MRG:4:250059548,5981
SEEDGWAS718:MRG:4:250059549,12318
SEEDGWAS719:MRG:4:250059550,13469
SEEDGWAS720:MRG:4:250059551,10322
SEEDGWAS729:MRG:4:250059560,4429
SEEDGWAS73:MRG:4:250054499,13058
SEEDGWAS730:MRG:4:250059561,6475
SEEDGWAS732:MRG:4:250059562,6918
SEEDGWAS734:MRG:4:250059564,9451
SEEDGWAS735:MRG:4:250059565,5071
SEEDGWAS736:MRG:4:250059566,5071
SEEDGWAS737:MRG:4:250059567,7219
SEEDGWAS738:MRG:4:250059568,5117
SEEDGWAS739:MRG:4:250059569,8975
SEEDGWAS740:MRG:4:250059570,9559
SEEDGWAS741:MRG:4:250059571,6719
SEEDGWAS743:MRG:4:250059572,11733
SEEDGWAS744:MRG:4:250059573,9305
SEEDGWAS746:MRG:4:250059574,4861
SEEDGWAS748:MRG:4:250059575,13140
SEEDGWAS749:MRG:4:250059576,10526
SEEDGWAS751:MRG:4:250059577,4430
SEEDGWAS752:MRG:4:250059578,5959
SEEDGWAS753:MRG:4:250059579,6491
SEEDGWAS754:MRG:4:250059580,4024
SEEDGWAS755:MRG:4:250059581,5717
SEEDGWAS756:MRG:4:250059582,6329
SEEDGWAS757:MRG:4:250059583,6726
SEEDGWAS758:MRG:4:250059584,5603
SEEDGWAS759:MRG:4:250059585,5603
SEEDGWAS76:MRG:4:250054500,12318
SEEDGWAS760:MRG:4:250059586,6726
SEEDGWAS761:MRG:4:250059587,9257
SEEDGWAS763:MRG:4:250059588,7547
SEEDGWAS764:MRG:4:250059589,6129
SEEDGWAS768:MRG:4:250059591,10174
SEEDGWAS769:MRG:4:250059592,9441
SEEDGWAS771:MRG:4:250059593,18380
SEEDGWAS772:MRG:4:250059594,4122
SEEDGWAS773:MRG:4:250059595,4942
SEEDGWAS777:MRG:4:250059599,5656
SEEDGWAS778:MRG:4:250059600,6541
SEEDGWAS780:MRG:4:250059601,7709
SEEDGWAS782:MRG:4:250059602,7367
SEEDGWAS783:MRG:4:250059603,8142
SEEDGWAS784:MRG:4:250059604,17494
SEEDGWAS785:MRG:4:250059605,17494
SEEDGWAS786:MRG:4:250059606,18561
SEEDGWAS787:MRG:4:250059607,0
SEEDGWAS788:MRG:4:250059608,0
SEEDGWAS789:MRG:4:250059609,16139
SEEDGWAS790:MRG:4:250059610,20704
SEEDGWAS791:MRG:4:250059611,7890
SEEDGWAS792:MRG:4:250059612,13913
SEEDGWAS793:MRG:4:250059613,8685
SEEDGWAS794:MRG:4:250059614,19687
SEEDGWAS795:MRG:4:250059615,19282
SEEDGWAS796:MRG:4:250059616,9513
SEEDGWAS797:MRG:4:250059618,9887
SEEDGWAS798:MRG:4:250059619,8598
SEEDGWAS799:MRG:4:250059620,10734
SEEDGWAS800:MRG:4:250059652,8872
SEEDGWAS801:MRG:4:250059653,10587
SEEDGWAS802:MRG:4:250059654,7381
SEEDGWAS803:MRG:4:250059655,8935
SEEDGWAS804:MRG:4:250059656,11303
SEEDGWAS805:MRG:4:250059657,19949
SEEDGWAS806:MRG:4:250059658,18036
SEEDGWAS807:MRG:4:250059660,19762
SEEDGWAS808:MRG:4:250059661,11742
SEEDGWAS809:MRG:4:250059662,12431
SEEDGWAS810:MRG:4:250059663,4928
SEEDGWAS812:MRG:4:250059664,6525
SEEDGWAS814:MRG:4:250059665,4335
SEEDGWAS815:MRG:4:250059666,6113
SEEDGWAS816:MRG:4:250059667,7440
SEEDGWAS817:MRG:4:250059668,9397
SEEDGWAS818:MRG:4:250059669,8223
SEEDGWAS819:MRG:4:250059670,9505
SEEDGWAS821:MRG:4:250059672,7340
SEEDGWAS822:MRG:4:250059673,8973
SEEDGWAS823:MRG:4:250059674,8973
SEEDGWAS824:MRG:4:250059675,7352
SEEDGWAS825:MRG:4:250059676,7352
SEEDGWAS826:MRG:4:250059677,9849
SEEDGWAS827:MRG:4:250059678,7987
SEEDGWAS828:MRG:4:250059679,4896
SEEDGWAS829:MRG:4:250059680,8706
SEEDGWAS830:MRG:4:250059681,5071
SEEDGWAS831:MRG:4:250059682,5071
SEEDGWAS832:MRG:4:250059683,9127
SEEDGWAS833:MRG:4:250059684,9946
SEEDGWAS836:MRG:4:250059687,12924
SEEDGWAS838:MRG:4:250059689,14904
SEEDGWAS839:MRG:4:250059690,12348
SEEDGWAS840:MRG:4:250059691,9767
SEEDGWAS841:MRG:4:250059692,9767
SEEDGWAS843:MRG:4:250059693,12973
SEEDGWAS844:MRG:4:250059694,16329
SEEDGWAS845:MRG:4:250059695,12208
SEEDGWAS846:MRG:4:250059696,6490
SEEDGWAS847:MRG:4:250059698,12608
SEEDGWAS848:MRG:4:250059699,22619
SEEDGWAS850:MRG:4:250059700,18065
SEEDGWAS851:MRG:4:250059701,8022
SEEDGWAS852:MRG:4:250059703,6885
SEEDGWAS853:MRG:4:250059704,5644
SEEDGWAS854:MRG:4:250059705,11160
SEEDGWAS855:MRG:4:250059706,6839
SEEDGWAS857:MRG:4:250059707,5071
SEEDGWAS858:MRG:4:250059708,5071
SEEDGWAS859:MRG:4:250059709,10570
SEEDGWAS860:MRG:4:250059710,5438
SEEDGWAS861:MRG:4:250059711,5335
SEEDGWAS864:MRG:4:250059713,8279
SEEDGWAS865:MRG:4:250059714,6839
SEEDGWAS866:MRG:4:250059715,6252
SEEDGWAS867:MRG:4:250059716,8701
SEEDGWAS868:MRG:4:250059717,8279
SEEDGWAS869:MRG:4:250059718,8279
SEEDGWAS871:MRG:4:250059719,7712
SEEDGWAS872:MRG:4:250059720,4926
SEEDGWAS873:MRG:4:250059721,11160
SEEDGWAS875:MRG:4:250059723,9303
SEEDGWAS876:MRG:4:250059724,6740
SEEDGWAS877:MRG:4:250059725,4150
SEEDGWAS878:MRG:4:250059726,4150
SEEDGWAS879:MRG:4:250059727,2809
SEEDGWAS880:MRG:4:250059728,3802
SEEDGWAS881:MRG:4:250059729,3460
SEEDGWAS882:MRG:4:250059730,9255
SEEDGWAS883:MRG:4:250059731,8495
SEEDGWAS885:MRG:4:250059732,6386
SEEDGWAS886:MRG:4:250059733,5036
SEEDGWAS887:MRG:4:250059734,12710
SEEDGWAS888:MRG:4:250059735,35364
SEEDGWAS890:MRG:4:250059737,5433
SEEDGWAS891:MRG:4:250059738,438
SEEDGWAS894:MRG:4:250059741,11160
SEEDGWAS895:MRG:4:250059742,5956
SEEDGWAS897:MRG:4:250059744,5314
SEEDGWAS90:MRG:4:250054508,4910
SEEDGWAS906:MRG:4:250067593,11182
SEEDGWAS907:MRG:4:250067594,0
SEEDGWAS908:MRG:4:250067595,6474
SEEDGWAS909:MRG:4:250067596,13865
SEEDGWAS91:MRG:4:250054509,9505
SEEDGWAS914:MRG:4:250067602,4448
SEEDGWAS918:MRG:4:250067605,22112
SEEDGWAS919:MRG:4:250067606,6102
SEEDGWAS92:MRG:4:250054510,7358
SEEDGWAS920:MRG:4:250067607,5374
SEEDGWAS922:MRG:4:250067610,4281
SEEDGWAS923:MRG:4:250067611,5812
SEEDGWAS925:MRG:4:250067612,8824
