Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT2G27960,LOC_Os09g06160,,,
AT2G27970,LOC_Os09g06170,,,
AT2G27980,LOC_Os09g06180,,,
AT2G27990,LOC_Os09g06190,,,
AT2G28000,LOC_Os09g06200,,,
AT2G28010,LOC_Os09g06210,,,
AT2G28020,LOC_Os09g06220,,,
AT2G28030,LOC_Os09g06230,,,
AT2G28060,LOC_Os09g06240,,,
AT2G28080,LOC_Os09g06250,,,
AT2G28085,LOC_Os09g06260,,,
AT2G28090,LOC_Os09g06270,,,
AT2G28130,LOC_Os09g06300,,,
AT2G28150,LOC_Os09g06310,,,
AT2G28170,LOC_Os09g06320,,,
AT2G28180,LOC_Os09g06330,,,
AT2G28190,LOC_Os09g06340,,,
AT2G28200,LOC_Os09g06350,,,
AT2G28220,LOC_Os09g06360,,,
AT2G28230,LOC_Os09g06380,,,
AT2G28240,LOC_Os09g06390,,,
AT2G28250,LOC_Os09g06400,,,
AT2G28260,LOC_Os09g06410,,,
AT2G28270,LOC_Os09g06420,,,
AT2G28290,LOC_Os09g06430,,,
AT2G28305,LOC_Os09g06440,,,
AT2G28310,LOC_Os09g06450,,,
AT2G28315,LOC_Os09g06464,,,
AT2G28320,LOC_Os09g06480,,,
AT2G28355,LOC_Os09g06499,,,
AT2G28360,LOC_Os09g06520,,,
AT2G28390,LOC_Os09g06530,,,
AT2G28401,LOC_Os09g06540,,,
AT2G28450,LOC_Os09g06550,,,
AT2G28470,LOC_Os09g06560,,,
AT2G28480,LOC_Os09g06570,,,
AT2G28490,LOC_Os09g06580,,,
AT2G28500,LOC_Os09g06590,,,
AT2G28510,LOC_Os09g06600,,,
AT2G28520,LOC_Os09g06634,,,
AT2G28540,LOC_Os09g06670,,,
AT2G28570,LOC_Os09g06680,,,
AT2G28580,LOC_Os09g06690,,,
AT2G28600,LOC_Os09g06700,,,
AT2G28605,LOC_Os09g06710,,,
AT2G28610,LOC_Os09g06730,,,
AT2G28620,LOC_Os09g06740,,,
AT2G28640,LOC_Os09g06750,,,
AT2G28720,LOC_Os09g06760,,,
AT2G28780,LOC_Os09g06770,,,
AT2G28790,LOC_Os09g06780,,,
AT2G28810,LOC_Os09g06790,,,
AT2G28830,LOC_Os09g06800,,,
AT2G28840,LOC_Os09g06810,,,
AT2G28850,LOC_Os09g06820,,,
AT2G28870,LOC_Os09g06830,,,
AT2G28880,LOC_Os09g06840,,,
AT2G28890,LOC_Os09g06850,,,
AT2G28900,LOC_Os09g06870,,,
AT2G28910,LOC_Os09g06880,,,
AT2G28930,LOC_Os09g06890,,,
AT2G28950,LOC_Os09g06900,,,
AT2G28970,LOC_Os09g06910,,,
AT2G29000,LOC_Os09g06920,,,
AT2G29040,LOC_Os09g06930,,,
AT2G29045,LOC_Os09g06940,,,
AT2G29065,LOC_Os09g06950,,,
AT2G29100,LOC_Os09g06960,,,
AT2G29200,LOC_Os09g06970,,,
AT2G29360,LOC_Os09g06990,,,
AT2G29390,LOC_Os09g07000,,,
AT2G29400,LOC_Os09g07010,,,
AT2G29410,LOC_Os09g07020,,,
AT2G29430,LOC_Os09g07040,,,
AT2G29450,LOC_Os09g07050,,,
AT2G29605,LOC_Os09g07060,,,
AT2G29628,LOC_Os09g07070,,,
AT2G29650,LOC_Os09g07080,,,
AT2G29654,LOC_Os09g07090,,,
AT2G29730,LOC_Os09g07100,,,
AT2G29750,LOC_Os09g07110,,,
AT2G29760,LOC_Os09g07120,,,
AT2G29770,LOC_Os09g07130,,,
AT2G29780,LOC_Os09g07140,,,
AT2G29790,LOC_Os09g07154,,,
AT2G29800,LOC_Os09g07160,,,
AT2G29810,LOC_Os09g07170,,,
AT2G29820,LOC_Os09g07180,,,
AT2G29830,LOC_Os09g07190,,,
AT2G29840,LOC_Os09g07200,,,
AT2G29850,LOC_Os09g07220,,,
AT2G29870,LOC_Os09g07230,,,
AT2G29890,LOC_Os09g07250,,,
AT2G29920,LOC_Os09g07270,,,
AT2G29930,LOC_Os09g07280,,,
AT2G29940,LOC_Os09g07290,,,
AT2G29950,LOC_Os09g07294,,,
AT2G29970,LOC_Os09g07300,,,
AT2G29980,LOC_Os09g07310,,,
AT2G30020,LOC_Os09g07320,,,
AT2G30120,LOC_Os09g07330,,,
AT2G30220,LOC_Os09g07340,,,
AT2G30290,LOC_Os09g07360,,,
AT2G30330,LOC_Os09g07380,,,
AT2G30370,LOC_Os09g07390,,,
AT2G30390,LOC_Os09g07400,,,
AT2G30550,LOC_Os09g07410,,,
AT2G30560,LOC_Os09g07420,,,
AT2G30575,LOC_Os09g07430,,,
AT2G30670,LOC_Os09g07440,,,
AT2G30710,LOC_Os09g07480,,,
AT2G30720,LOC_Os09g07490,,,
AT2G30730,LOC_Os09g07500,,,
AT2G30890,LOC_Os09g07510,,,
AT2G30900,LOC_Os09g07530,,,
AT2G30910,LOC_Os09g07540,,,
AT2G30920,LOC_Os09g07550,,,
AT2G31018,LOC_Os09g07560,,,
AT2G31070,LOC_Os09g07570,,,
AT2G31150,LOC_Os09g07580,,,
AT2G31170,LOC_Os09g07590,,,
AT2G31190,LOC_Os09g07600,,,
AT2G31200,LOC_Os09g07610,,,
AT2G31218,LOC_Os09g07614,,,
AT2G31230,LOC_Os09g07620,,,
AT2G31240,LOC_Os09g07660,,,
AT2G31250,LOC_Os09g07670,,,
AT2G31260,LOC_Os09g07680,,,
AT2G31271,LOC_Os09g07690,,,
AT2G31280,LOC_Os09g07700,,,
AT2G31300,LOC_Os09g07720,,,
AT2G31305,LOC_Os09g07730,,,
AT2G31310,LOC_Os09g07740,,,
AT2G31340,LOC_Os09g07750,,,
AT2G31345,LOC_Os09g07760,,,
AT2G31350,LOC_Os09g07820,,,
AT2G31360,LOC_Os09g07920,,,
AT2G31425,LOC_Os09g07930,,,
AT2G31450,LOC_Os09g07940,,,
AT2G31510,LOC_Os09g07950,,,
AT2G31570,LOC_Os09g07960,,,
AT2G31580,LOC_Os09g07970,,,
AT2G31590,LOC_Os09g08020,,,
AT2G31650,LOC_Os09g08030,,,
AT2G31751,LOC_Os09g08072,,,
AT2G31760,LOC_Os09g08130,,,
AT2G31800,LOC_Os09g08140,,,
AT2G31810,LOC_Os09g08190,,,
AT2G31820,LOC_Os09g08210,,,
AT2G31840,LOC_Os09g08224,,,
AT2G31862,LOC_Os09g08240,,,
AT2G32010,LOC_Os09g08280,,,
AT2G32070,LOC_Os09g08290,,,
AT2G32100,LOC_Os09g08350,,,
AT2G32235,LOC_Os09g08360,,,
AT2G32250,LOC_Os09g08390,,,
AT2G32270,LOC_Os09g08400,,,
AT2G32415,LOC_Os09g08410,,,
AT2G32520,LOC_Os09g08450,,,
AT2G32550,LOC_Os09g08480,,,
AT2G32560,LOC_Os09g08500,,,
AT2G32580,LOC_Os09g08750,,,
AT2G32590,LOC_Os09g08760,,,
AT2G32600,LOC_Os09g08820,,,
AT2G32610,LOC_Os09g09060,,,
AT2G32620,LOC_Os09g09070,,,
AT2G32640,LOC_Os09g09080,,,
AT2G32660,LOC_Os09g09090,,,
AT2G32670,LOC_Os09g09100,,,
AT2G32698,LOC_Os09g09110,,,
AT2G32700,LOC_Os09g09120,,,
AT2G32720,LOC_Os09g09170,,,
AT2G32730,LOC_Os09g09250,,,
AT2G32750,LOC_Os09g09260,,,
AT2G32795,LOC_Os09g09270,,,
AT2G32860,LOC_Os09g09290,,,
AT2G32870,LOC_Os09g09310,,,
AT2G32880,LOC_Os09g09320,,,
AT2G32885,LOC_Os09g09330,,,
AT2G32890,LOC_Os09g09350,,,
AT2G32900,LOC_Os09g09360,,,
AT2G32905,LOC_Os09g09390,,,
AT2G32910,LOC_Os09g09470,,,
AT2G32920,LOC_Os09g09480,,,
AT2G32930,LOC_Os09g09490,,,
AT2G32940,LOC_Os09g09510,,,
AT2G32950,LOC_Os09g09520,,,
AT2G32960,LOC_Os09g09530,,,
AT2G32980,LOC_Os09g09550,,,
AT2G33000,LOC_Os09g09720,,,
AT2G33006,LOC_Os09g09830,,,
AT2G33040,LOC_Os09g09910,,,
AT2G33050,LOC_Os09g09930,,,
AT2G33080,LOC_Os09g10240,,,
AT2G33170,LOC_Os09g10250,,,
AT2G33175,LOC_Os09g10260,,,
AT2G33180,LOC_Os09g10270,,,
AT2G33230,LOC_Os09g10280,,,
AT2G33320,LOC_Os09g10290,,,
AT2G33340,LOC_Os09g10320,,,
AT2G33470,LOC_Os09g11300,,,
AT2G33480,LOC_Os09g11650,,,
AT2G33580,LOC_Os09g11790,,,
AT2G33585,LOC_Os09g12220,,,
AT2G33610,LOC_Os09g12500,,,
AT2G33620,LOC_Os09g12710,,,
AT2G33700,LOC_Os09g12810,,,
AT2G33735,LOC_Os09g13130,,,
AT2G33740,LOC_Os09g13200,,,
AT2G33760,LOC_Os09g13210,,,
AT2G33780,LOC_Os09g13230,,,
AT2G33790,LOC_Os09g13440,,,
AT2G33793,LOC_Os09g13630,,,
AT2G33810,LOC_Os09g13800,,,
AT2G33840,LOC_Os09g14430,,,
AT2G33855,LOC_Os09g14580,,,
AT2G33870,LOC_Os09g14614,,,
AT2G33980,LOC_Os09g14650,,,
AT2G34100,LOC_Os09g14680,,,
AT2G34185,LOC_Os09g14740,,,
AT2G34340,LOC_Os09g14950,,,
AT2G34357,LOC_Os09g14990,,,
AT2G34360,LOC_Os09g15020,,,
AT2G34430,LOC_Os09g15040,,,
AT2G34440,LOC_Os09g15180,,,
AT2G34450,LOC_Os09g15310,,,
AT2G34500,LOC_Os09g15380,,,
AT2G34510,LOC_Os09g15440,,,
AT2G34520,LOC_Os09g15860,,,
AT2G34540,LOC_Os09g16270,,,
AT2G34555,LOC_Os09g16550,,,
AT2G34560,LOC_Os09g17080,,,
AT2G34580,LOC_Os09g17200,,,
AT2G34600,LOC_Os09g17770,,,
AT2G34610,LOC_Os09g17800,,,
AT2G34650,LOC_Os09g18060,,,
AT2G34655,LOC_Os09g19250,,,
AT2G34660,LOC_Os09g19260,,,
AT2G34670,LOC_Os09g19750,,,
AT2G34680,LOC_Os09g19890,,,
AT2G34690,LOC_Os09g20000,,,
AT2G34700,LOC_Os09g20010,,,
AT2G34710,LOC_Os09g20020,,,
AT2G34720,LOC_Os09g20030,,,
AT2G34730,LOC_Os09g20260,,,
AT2G34750,LOC_Os09g20340,,,
AT2G34770,LOC_Os09g20380,,,
AT2G34790,LOC_Os09g20470,,,
AT2G34830,LOC_Os09g20750,,,
AT2G34860,LOC_Os09g20790,,,
AT2G34900,LOC_Os09g20930,,,
AT2G34920,LOC_Os09g20980,,,
AT2G34925,LOC_Os09g20990,,,
AT2G34930,LOC_Os09g21230,,,
AT2G35050,LOC_Os09g23070,,,
AT2G35140,LOC_Os09g23740,,,
AT2G35150,LOC_Os09g23790,,,
AT2G35155,LOC_Os09g24250,,,
AT2G35160,LOC_Os09g24490,,,
AT2G35190,LOC_Os09g24590,,,
AT2G35210,LOC_Os09g24720,,,
AT2G35215,LOC_Os09g24760,,,
AT2G35240,LOC_Os09g24790,,,
AT2G35260,LOC_Os09g25050,,,
AT2G35350,LOC_Os09g26060,,,
AT2G35360,LOC_Os09g26070,,,
AT2G35387,LOC_Os09g26180,,,
AT2G35390,LOC_Os09g26190,,,
AT2G35430,LOC_Os09g26200,,,
AT2G35470,LOC_Os09g26210,,,
AT2G35480,LOC_Os09g26220,,,
AT2G35490,LOC_Os09g26370,,,
AT2G35520,LOC_Os09g26420,,,
AT2G35580,LOC_Os09g26470,,,
AT2G35585,LOC_Os09g26550,,,
AT2G35600,LOC_Os09g26554,,,
AT2G35610,LOC_Os09g26590,,,
AT2G35615,LOC_Os09g26650,,,
AT2G35630,LOC_Os09g26830,,,
AT2G35658,LOC_Os09g26880,,,
AT2G35670,LOC_Os09g26980,,,
AT2G35738,LOC_Os09g27230,,,
AT2G35820,LOC_Os09g27250,,,
AT2G35830,LOC_Os09g27640,,,
AT2G35840,LOC_Os09g27650,,,
AT2G35859,LOC_Os09g27660,,,
AT2G35860,LOC_Os09g27700,,,
AT2G35880,LOC_Os09g27710,,,
AT2G35940,LOC_Os09g27780,,,
AT2G35950,LOC_Os09g27910,,,
AT2G36060,LOC_Os09g27950,,,
AT2G36307,LOC_Os09g27960,,,
AT2G36350,LOC_Os09g27970,,,
AT2G36400,LOC_Os09g27980,,,
AT2G36530,LOC_Os09g27990,,,
AT2G36560,LOC_Os09g28000,,,
AT2G36680,LOC_Os09g28040,,,
AT2G36690,LOC_Os09g28050,,,
AT2G36710,LOC_Os09g28090,,,
AT2G36740,LOC_Os09g28354,,,
AT2G36770,LOC_Os09g28400,,,
AT2G36815,LOC_Os09g28460,,,
AT2G36830,LOC_Os09g28940,,,
AT2G36850,LOC_Os09g29080,,,
AT2G36880,LOC_Os09g29500,,,
AT2G36885,LOC_Os09g29825,,,
AT2G36890,LOC_Os09g29850,,,
AT2G36895,LOC_Os09g29910,,,
AT2G36900,LOC_Os09g30250,,,
AT2G36910,LOC_Os09g30290,,,
AT2G36916,LOC_Os09g31300,,,
AT2G36950,LOC_Os09g31370,,,
AT2G36960,LOC_Os09g31380,,,
AT2G37020,LOC_Os09g31390,,,
AT2G37035,LOC_Os09g31400,,,
AT2G37040,LOC_Os09g31410,,,
AT2G37050,LOC_Os09g31420,,,
AT2G37080,LOC_Os09g31430,,,
AT2G37090,LOC_Os09g31434,,,
AT2G37100,LOC_Os09g31438,,,
AT2G37120,LOC_Os09g31442,,,
AT2G37130,LOC_Os09g31446,,,
AT2G37140,LOC_Os09g32280,,,
AT2G37160,LOC_Os09g32290,,,
AT2G37195,LOC_Os09g32590,,,
AT2G37210,LOC_Os09g32650,,,
AT2G37220,LOC_Os09g32740,,,
AT2G37230,LOC_Os09g32760,,,
AT2G37240,LOC_Os09g32780,,,
AT2G37250,LOC_Os09g32840,,,
AT2G37290,LOC_Os09g32870,,,
AT2G37300,LOC_Os09g32920,,,
AT2G37380,LOC_Os09g32940,,,
AT2G37390,LOC_Os09g32944,,,
AT2G37430,LOC_Os09g33450,,,
AT2G37440,LOC_Os09g33460,,,
AT2G37450,LOC_Os09g33470,,,
AT2G37460,LOC_Os09g33590,,,
AT2G37470,LOC_Os09g33850,,,
AT2G37680,LOC_Os09g35600,,,
AT2G37840,LOC_Os09g35670,,,
AT2G37860,LOC_Os09g36140,,,
AT2G38010,LOC_Os09g36800,,,
AT2G38080,LOC_Os09g37510,,,
AT2G38140,LOC_Os09g37520,,,
AT2G38170,LOC_Os09g37540,,,
AT2G38180,LOC_Os09g37650,,,
AT2G38240,LOC_Os09g37690,,,
AT2G38255,LOC_Os09g37700,,,
AT2G38310,LOC_Os09g38150,,,
AT2G38490,LOC_Os09g38170,,,
AT2G38670,LOC_Os09g38200,,,
AT2G38695,LOC_Os09g38750,,,
AT2G38800,LOC_Os09g38800,,,
AT2G38830,LOC_Os09g38850,,,
AT2G38840,LOC_Os09g38870,,,
AT2G38890,LOC_Os09g38880,,,
AT2G39010,LOC_Os09g38890,,,
AT2G39020,LOC_Os09g38900,,,
AT2G39030,LOC_Os09g38910,,,
AT2G39050,LOC_Os09g38920,,,
AT2G39060,LOC_Os09g38930,,,
AT2G39080,LOC_Os09g38940,,,
AT2G39090,LOC_Os09g38950,,,
AT2G39100,LOC_Os09g38960,,,
AT2G39130,LOC_Os09g38970,,,
AT2G39140,LOC_Os10g01008,,,
AT2G39160,LOC_Os10g01180,,,
AT2G39170,LOC_Os10g01260,,,
AT2G39175,LOC_Os10g01360,,,
AT2G39180,LOC_Os10g01380,,,
AT2G39190,LOC_Os10g01940,,,
AT2G39200,LOC_Os10g02120,,,
AT2G39210,LOC_Os10g02600,,,
AT2G39220,LOC_Os10g03500,,,
AT2G39230,LOC_Os10g03930,,,
AT2G39240,LOC_Os10g04050,,,
AT2G39250,LOC_Os10g04290,,,
AT2G39260,LOC_Os10g04600,,,
AT2G39280,LOC_Os10g04610,,,
AT2G39290,LOC_Os10g04630,,,
AT2G39300,LOC_Os10g04640,,,
AT2G39310,LOC_Os10g04740,,,
AT2G39320,LOC_Os10g05069,,,
AT2G39340,LOC_Os10g05730,,,
AT2G39350,LOC_Os10g06360,,,
AT2G39360,LOC_Os10g06560,,,
AT2G39380,LOC_Os10g06640,,,
AT2G39410,LOC_Os10g07248,,,
AT2G39440,LOC_Os10g07270,,,
AT2G39480,LOC_Os10g07280,,,
AT2G39520,LOC_Os10g07320,,,
AT2G39550,LOC_Os10g07340,,,
AT2G39580,LOC_Os10g07370,,,
AT2G39610,LOC_Os10g07380,,,
AT2G39705,LOC_Os10g07390,,,
AT2G39710,LOC_Os10g08018,,,
AT2G39740,LOC_Os10g08170,,,
AT2G39790,LOC_Os10g08440,,,
AT2G39840,LOC_Os10g09250,,,
AT2G39855,LOC_Os10g09280,,,
AT2G39870,LOC_Os10g09610,,,
AT2G39885,LOC_Os10g09640,,,
AT2G39900,LOC_Os10g09770,,,
AT2G39910,LOC_Os10g09870,,,
AT2G39920,LOC_Os10g09990,,,
AT2G39930,LOC_Os10g10000,,,
AT2G39940,LOC_Os10g10100,,,
AT2G39960,LOC_Os10g10140,,,
AT2G39970,LOC_Os10g10160,,,
AT2G39980,LOC_Os10g10200,,,
AT2G39990,LOC_Os10g10290,,,
AT2G40030,LOC_Os10g10520,,,
AT2G40090,LOC_Os10g10794,,,
AT2G40116,LOC_Os10g10810,,,
AT2G40120,LOC_Os10g10840,,,
AT2G40140,LOC_Os10g10880,,,
AT2G40200,LOC_Os10g10890,,,
AT2G40233,LOC_Os10g10920,,,
AT2G40250,LOC_Os10g10950,,,
AT2G40310,LOC_Os10g11090,,,
AT2G40320,LOC_Os10g11250,,,
AT2G40460,LOC_Os10g11454,,,
AT2G40475,LOC_Os10g11610,,,
AT2G40510,LOC_Os10g11630,,,
AT2G40530,LOC_Os10g11690,,,
AT2G40550,LOC_Os10g11750,,,
AT2G40610,LOC_Os10g11794,,,
AT2G40620,LOC_Os10g11870,,,
AT2G40630,LOC_Os10g11920,,,
AT2G40640,LOC_Os10g11990,,,
AT2G40720,LOC_Os10g12050,,,
AT2G40770,LOC_Os10g12260,,,
AT2G40790,LOC_Os10g12330,,,
AT2G40802,LOC_Os10g12610,,,
AT2G40900,LOC_Os10g12670,,,
AT2G40920,LOC_Os10g12710,,,
AT2G40980,LOC_Os10g12720,,,
AT2G40990,LOC_Os10g12808,,,
AT2G41010,LOC_Os10g12812,,,
AT2G41070,LOC_Os10g13505,,,
AT2G41100,LOC_Os10g13510,,,
AT2G41110,LOC_Os10g13620,,,
AT2G41130,LOC_Os10g13730,,,
AT2G41140,LOC_Os10g13760,,,
AT2G41150,LOC_Os10g13830,,,
AT2G41160,LOC_Os10g14194,,,
AT2G41178,LOC_Os10g14840,,,
AT2G41180,LOC_Os10g15000,,,
AT2G41190,LOC_Os10g15210,,,
AT2G41210,LOC_Os10g15250,,,
AT2G41225,LOC_Os10g15330,,,
AT2G41230,LOC_Os10g15360,,,
AT2G41250,LOC_Os10g16390,,,
AT2G41260,LOC_Os10g16700,,,
AT2G41300,LOC_Os10g16780,,,
AT2G41310,LOC_Os10g16824,,,
AT2G41312,LOC_Os10g16840,,,
AT2G41342,LOC_Os10g17110,,,
AT2G41350,LOC_Os10g17120,,,
AT2G41370,LOC_Os10g17210,,,
AT2G41380,LOC_Os10g17250,,,
AT2G41390,LOC_Os10g17320,,,
AT2G41400,LOC_Os10g17330,,,
AT2G41410,LOC_Os10g17340,,,
AT2G41415,LOC_Os10g17370,,,
AT2G41420,LOC_Os10g17400,,,
AT2G41430,LOC_Os10g17470,,,
AT2G41440,LOC_Os10g17570,,,
AT2G41450,LOC_Os10g17710,,,
AT2G41460,LOC_Os10g17724,,,
AT2G41470,LOC_Os10g18210,,,
AT2G41480,LOC_Os10g18260,,,
AT2G41490,LOC_Os10g18294,,,
AT2G41500,LOC_Os10g18990,,,
AT2G41510,LOC_Os10g19000,,,
AT2G41520,LOC_Os10g19290,,,
AT2G41530,LOC_Os10g19860,,,
AT2G41550,LOC_Os10g19925,,,
AT2G41560,LOC_Os10g20210,,,
AT2G41620,LOC_Os10g20250,,,
AT2G41630,LOC_Os10g20460,,,
AT2G41650,LOC_Os10g20470,,,
AT2G41660,LOC_Os10g20560,,,
AT2G41680,LOC_Os10g20780,,,
AT2G41690,LOC_Os10g20794,,,
AT2G41700,LOC_Os10g21070,,,
AT2G41720,LOC_Os10g21100,,,
AT2G41730,LOC_Os10g21360,,,
AT2G41740,LOC_Os10g21560,,,
AT2G41750,LOC_Os10g21620,,,
AT2G41760,LOC_Os10g21660,,,
AT2G41790,LOC_Os10g21784,,,
AT2G41800,LOC_Os10g21800,,,
AT2G41810,LOC_Os10g21810,,,
AT2G41820,LOC_Os10g21870,,,
AT2G41830,LOC_Os10g22164,,,
AT2G41835,LOC_Os10g22290,,,
AT2G41850,LOC_Os10g22600,,,
AT2G41860,LOC_Os10g22930,,,
AT2G41870,LOC_Os10g22950,,,
AT2G41880,LOC_Os10g23110,,,
AT2G41890,LOC_Os10g23240,,,
AT2G41900,LOC_Os10g23260,,,
AT2G41910,LOC_Os10g23290,,,
AT2G41920,LOC_Os10g23320,,,
AT2G41930,LOC_Os10g23950,,,
AT2G41940,LOC_Os10g23970,,,
AT2G41960,LOC_Os10g24150,,,
AT2G41970,LOC_Os10g24220,,,
AT2G41980,LOC_Os10g24470,,,
AT2G42005,LOC_Os10g24540,,,
AT2G42010,LOC_Os10g24730,,,
AT2G42030,LOC_Os10g24830,,,
AT2G42040,LOC_Os10g24850,,,
AT2G42060,LOC_Os10g24890,,,
AT2G42070,LOC_Os10g25290,,,
AT2G42080,LOC_Os10g25300,,,
AT2G42090,LOC_Os10g25320,,,
AT2G42100,LOC_Os10g25340,,,
AT2G42110,LOC_Os10g25349,,,
AT2G42120,LOC_Os10g25360,,,
AT2G42130,LOC_Os10g25380,,,
AT2G42140,LOC_Os10g25400,,,
AT2G42170,LOC_Os10g25420,,,
AT2G42180,LOC_Os10g25430,,,
AT2G42190,LOC_Os10g25450,,,
AT2G42200,LOC_Os10g25517,,,
AT2G42210,LOC_Os10g25544,,,
AT2G42240,LOC_Os10g25565,,,
AT2G42280,LOC_Os10g26430,,,
AT2G42290,LOC_Os10g26540,,,
AT2G42300,LOC_Os10g26800,,,
AT2G42320,LOC_Os10g27240,,,
AT2G42330,LOC_Os10g27340,,,
AT2G42340,LOC_Os10g28540,,,
AT2G42350,LOC_Os10g28550,,,
AT2G42365,LOC_Os10g28570,,,
AT2G42380,LOC_Os10g28610,,,
AT2G42388,LOC_Os10g28680,,,
AT2G42390,LOC_Os10g28914,,,
AT2G42395,LOC_Os10g29330,,,
AT2G42400,LOC_Os10g30420,,,
AT2G42410,LOC_Os10g30610,,,
AT2G42425,LOC_Os10g31220,,,
AT2G42440,LOC_Os10g31240,,,
AT2G42450,LOC_Os10g31560,,,
AT2G42460,LOC_Os10g32270,,,
AT2G42470,LOC_Os10g33270,,,
AT2G42490,LOC_Os10g33740,,,
AT2G42510,LOC_Os10g33770,,,
AT2G42530,LOC_Os10g33774,,,
AT2G42540,LOC_Os10g33930,,,
AT2G42550,LOC_Os10g34400,,,
AT2G42580,LOC_Os10g34840,,,
AT2G42590,LOC_Os10g34940,,,
AT2G42600,LOC_Os10g35530,,,
AT2G42610,LOC_Os10g35644,,,
AT2G42640,LOC_Os10g35880,,,
AT2G42650,LOC_Os10g35960,,,
AT2G42670,LOC_Os10g36050,,,
AT2G42720,LOC_Os10g36390,,,
AT2G42730,LOC_Os10g36450,,,
AT2G42740,LOC_Os10g36460,,,
AT2G42750,LOC_Os10g36490,,,
AT2G42770,LOC_Os10g36580,,,
AT2G42780,LOC_Os10g36590,,,
AT2G42790,LOC_Os10g36600,,,
AT2G42810,LOC_Os10g36610,,,
AT2G42835,LOC_Os10g36620,,,
AT2G42880,LOC_Os10g36626,,,
AT2G42990,LOC_Os10g36650,,,
AT2G43050,LOC_Os10g36660,,,
AT2G43110,LOC_Os10g36680,,,
AT2G43130,LOC_Os10g36690,,,
AT2G43140,LOC_Os10g36703,,,
AT2G43150,LOC_Os10g36710,,,
AT2G43200,LOC_Os10g36810,,,
AT2G43210,LOC_Os10g37034,,,
AT2G43235,LOC_Os10g37050,,,
AT2G43240,LOC_Os10g37070,,,
AT2G43250,LOC_Os10g37079,,,
AT2G43260,LOC_Os10g37100,,,
AT2G43270,LOC_Os10g37110,,,
AT2G43280,LOC_Os10g37120,,,
AT2G43390,LOC_Os10g37160,,,
AT2G43800,LOC_Os10g37170,,,
AT2G43870,LOC_Os10g37180,,,
AT2G43900,LOC_Os10g37190,,,
AT2G44020,LOC_Os10g37210,,,
AT2G44050,LOC_Os10g37240,,,
AT2G44090,LOC_Os10g37260,,,
AT2G44100,LOC_Os10g37290,,,
AT2G44140,LOC_Os10g37330,,,
AT2G44150,LOC_Os10g37350,,,
AT2G44160,LOC_Os10g37420,,,
AT2G44175,LOC_Os10g37430,,,
AT2G44180,LOC_Os10g37480,,,
AT2G44200,LOC_Os10g37490,,,
AT2G44210,LOC_Os10g37500,,,
AT2G44220,LOC_Os10g37510,,,
AT2G44230,LOC_Os10g37520,,,
AT2G44240,LOC_Os10g37560,,,
AT2G44250,LOC_Os10g37620,,,
AT2G44270,LOC_Os10g39070,,,
AT2G44280,LOC_Os10g39120,,,
AT2G44310,LOC_Os10g39910,,,
AT2G44350,LOC_Os10g40859,,,
AT2G44450,LOC_Os10g41050,,,
AT2G44460,LOC_Os10g41310,,,
AT2G44470,LOC_Os10g41730,,,
AT2G44480,LOC_Os10g41740,,,
AT2G44490,LOC_Os10g41920,,,
AT2G44570,LOC_Os10g42040,,,
AT2G44581,LOC_Os10g42050,,,
AT2G44590,LOC_Os10g42230,,,
AT2G44620,LOC_Os10g42560,,,
AT2G44630,LOC_Os10g42780,,,
AT2G44710,LOC_Os10g42880,,,
AT2G44770,LOC_Os11g01090,,,
AT2G44840,LOC_Os11g01280,,,
AT2G44870,LOC_Os11g01360,,,
AT2G44940,LOC_Os11g01872,,,
AT2G44980,LOC_Os11g01880,,,
AT2G44990,LOC_Os11g02240,,,
AT2G45023,LOC_Os11g02330,,,
AT2G45080,LOC_Os11g02550,,,
AT2G45100,LOC_Os11g03010,,,
AT2G45135,LOC_Os11g03100,,,
AT2G45161,LOC_Os11g03500,,,
AT2G45200,LOC_Os11g03510,,,
AT2G45210,LOC_Os11g03950,,,
AT2G45220,LOC_Os11g04020,,,
AT2G45290,LOC_Os11g05030,,,
AT2G45300,LOC_Os11g05480,,,
AT2G45310,LOC_Os11g05500,,,
AT2G45340,LOC_Os11g05570,,,
AT2G45360,LOC_Os11g05870,,,
AT2G45403,LOC_Os11g05900,,,
AT2G45406,LOC_Os11g06070,,,
AT2G45420,LOC_Os11g07124,,,
AT2G45480,LOC_Os11g07310,,,
AT2G45500,LOC_Os11g07590,,,
AT2G45540,LOC_Os11g07790,,,
AT2G45580,LOC_Os11g07870,,,
AT2G45720,LOC_Os11g08090,,,
AT2G45730,LOC_Os11g08285,,,
AT2G45740,LOC_Os11g08400,,,
AT2G45750,LOC_Os11g08810,,,
AT2G45770,LOC_Os11g09780,,,
AT2G45780,LOC_Os11g09820,,,
AT2G45790,LOC_Os11g09950,,,
AT2G45830,LOC_Os11g09979,,,
AT2G45840,LOC_Os11g10030,,,
AT2G45880,LOC_Os11g10050,,,
AT2G45900,LOC_Os11g10070,,,
AT2G45910,LOC_Os11g10100,,,
AT2G45920,LOC_Os11g10670,,,
AT2G45950,LOC_Os11g10710,,,
AT2G46060,LOC_Os11g10940,,,
AT2G46080,LOC_Os11g12680,,,
AT2G46120,LOC_Os11g12760,,,
AT2G46170,LOC_Os11g13410,,,
AT2G46190,LOC_Os11g13420,,,
