,maize_ph,maize_cec
SEEDGWAS4858:MRG:4:250105151,76,196
SEEDGWAS4859:MRG:4:250105152,72,223
SEEDGWAS486:MRG:4:250059278,59,228
SEEDGWAS4860:MRG:4:250105153,76,196
SEEDGWAS4861:MRG:4:250105155,64,267
SEEDGWAS4862:MRG:4:250105157,65,245
SEEDGWAS4863:MRG:4:250105158,75,252
SEEDGWAS4864:MRG:4:250105159,59,288
SEEDGWAS4865:MRG:4:250105160,59,288
SEEDGWAS4866:MRG:4:250105162,65,255
SEEDGWAS4867:MRG:4:250105163,75,243
SEEDGWAS4868:MRG:4:250105166,71,240
SEEDGWAS4869:MRG:4:250105169,63,300
SEEDGWAS487:MRG:4:250059279,63,239
SEEDGWAS4870:MRG:4:250105171,59,231
SEEDGWAS4870:MRG:4:250105172,59,231
SEEDGWAS4871:MRG:4:250105175,58,238
SEEDGWAS4872:MRG:4:250105176,58,238
SEEDGWAS4873:MRG:4:250105177,NA,NA
SEEDGWAS4874:MRG:4:250105181,60,220
SEEDGWAS4875:MRG:4:250105186,62,210
SEEDGWAS4876:MRG:4:250105187,62,210
SEEDGWAS4877:MRG:4:250105191,65,249
SEEDGWAS4878:MRG:4:250105193,NA,NA
SEEDGWAS4879:MRG:4:250105194,65,241
SEEDGWAS488:MRG:4:250059280,64,229
SEEDGWAS4880:MRG:4:250105195,66,192
SEEDGWAS4883:MRG:4:250096166,73,226
SEEDGWAS4884:MRG:4:250096167,72,232
SEEDGWAS4885:MRG:4:250096311,69,224
SEEDGWAS4886:MRG:4:250095971,61,223
SEEDGWAS4887:MRG:4:250095984,73,193
SEEDGWAS4889:MRG:4:250096015,64,181
SEEDGWAS489:MRG:4:250059281,63,198
SEEDGWAS4890:MRG:4:250096021,76,238
SEEDGWAS4891:MRG:4:250096153,71,230
SEEDGWAS4893:MRG:4:250096763,62,297
SEEDGWAS4894:MRG:4:250096908,NA,NA
SEEDGWAS4895:MRG:4:250105038,68,207
SEEDGWAS4896:MRG:4:250105039,68,207
SEEDGWAS4899:MRG:4:250095988,NA,NA
SEEDGWAS49:MRG:4:250054479,61,218
SEEDGWAS490:MRG:4:250059282,59,205
SEEDGWAS4900:MRG:4:250095989,75,279
SEEDGWAS4901:MRG:4:250095997,59,239
SEEDGWAS4903:MRG:4:250096002,77,243
SEEDGWAS4904:MRG:4:250096005,NA,NA
SEEDGWAS4905:MRG:4:250096010,60,184
SEEDGWAS4906:MRG:4:250096017,66,261
SEEDGWAS4907:MRG:4:250096050,66,257
SEEDGWAS4908:MRG:4:250096098,NA,NA
SEEDGWAS4909:MRG:4:250096099,71,238
SEEDGWAS491:MRG:4:250059283,63,209
SEEDGWAS4911:MRG:4:250096126,69,279
SEEDGWAS4912:MRG:4:250096130,59,221
SEEDGWAS4914:MRG:4:250096136,69,246
SEEDGWAS4915:MRG:4:250096137,NA,NA
SEEDGWAS4916:MRG:4:250096141,NA,NA
SEEDGWAS4917:MRG:4:250096142,NA,NA
SEEDGWAS4918:MRG:4:250096143,65,251
SEEDGWAS4919:MRG:4:250096150,61,296
SEEDGWAS492:MRG:4:250059284,54,266
SEEDGWAS4920:MRG:4:250096157,NA,NA
SEEDGWAS4921:MRG:4:250096159,77,252
SEEDGWAS4922:MRG:4:250096160,NA,NA
SEEDGWAS4923:MRG:4:250096169,74,256
SEEDGWAS4924:MRG:4:250096236,65,205
SEEDGWAS4925:MRG:4:250096241,61,217
SEEDGWAS4926:MRG:4:250096256,77,199
SEEDGWAS4927:MRG:4:250096280,74,214
SEEDGWAS4928:MRG:4:250096281,74,214
SEEDGWAS4929:MRG:4:250096292,62,269
SEEDGWAS493:MRG:4:250059285,68,275
SEEDGWAS4930:MRG:4:250096304,74,261
SEEDGWAS4931:MRG:4:250096307,NA,NA
SEEDGWAS4931:MRG:4:250096308,NA,NA
SEEDGWAS4932:MRG:4:250096313,65,205
SEEDGWAS4933:MRG:4:250096524,65,219
SEEDGWAS4935:MRG:4:250096546,67,249
SEEDGWAS4936:MRG:4:250096550,61,277
SEEDGWAS4937:MRG:4:250096552,73,244
SEEDGWAS4938:MRG:4:250096630,73,268
SEEDGWAS4939:MRG:4:250096631,69,281
SEEDGWAS4940:MRG:4:250096643,70,199
SEEDGWAS4941:MRG:4:250096650,59,277
SEEDGWAS4942:MRG:4:250096682,64,220
SEEDGWAS4943:MRG:4:250096698,75,210
SEEDGWAS4944:MRG:4:250096782,77,322
SEEDGWAS4945:MRG:4:250096786,56,260
SEEDGWAS4946:MRG:4:250096826,55,258
SEEDGWAS4947:MRG:4:250096862,71,218
SEEDGWAS4948:MRG:4:250096871,73,218
SEEDGWAS4949:MRG:4:250096874,67,220
SEEDGWAS4950:MRG:4:250096878,64,225
SEEDGWAS4951:MRG:4:250096895,55,258
SEEDGWAS4952:MRG:4:250096896,NA,NA
SEEDGWAS4953:MRG:4:250096924,63,272
SEEDGWAS4954:MRG:4:250104997,64,213
SEEDGWAS4955:MRG:4:250105016,64,213
SEEDGWAS4956:MRG:4:250105018,77,196
SEEDGWAS4957:MRG:4:250105115,76,242
SEEDGWAS4958:MRG:4:250105131,81,191
SEEDGWAS4960:MRG:4:250095991,63,264
SEEDGWAS4964:MRG:4:250096037,61,337
SEEDGWAS4965:MRG:4:250096038,62,299
SEEDGWAS4966:MRG:4:250096044,62,299
SEEDGWAS4967:MRG:4:250096047,67,268
SEEDGWAS4968:MRG:4:250096049,NA,NA
SEEDGWAS4971:MRG:4:250096119,78,206
SEEDGWAS4972:MRG:4:250096128,59,280
SEEDGWAS4973:MRG:4:250096156,73,240
SEEDGWAS4974:MRG:4:250096162,59,295
SEEDGWAS4975:MRG:4:250096175,67,295
SEEDGWAS4976:MRG:4:250096176,59,281
SEEDGWAS4977:MRG:4:250096179,62,298
SEEDGWAS4978:MRG:4:250096183,59,283
SEEDGWAS4980:MRG:4:250096224,56,229
SEEDGWAS4980:MRG:4:250096225,56,229
SEEDGWAS4981:MRG:4:250096230,55,239
SEEDGWAS4982:MRG:4:250096231,55,239
SEEDGWAS4983:MRG:4:250096232,66,187
SEEDGWAS4984:MRG:4:250096248,65,223
SEEDGWAS4985:MRG:4:250096253,52,201
SEEDGWAS4986:MRG:4:250096258,62,240
SEEDGWAS4986:MRG:4:250096259,62,240
SEEDGWAS4988:MRG:4:250096265,64,246
SEEDGWAS4989:MRG:4:250096276,64,236
SEEDGWAS4990:MRG:4:250096286,60,230
SEEDGWAS4991:MRG:4:250096293,66,261
SEEDGWAS4992:MRG:4:250096301,72,259
SEEDGWAS4993:MRG:4:250096316,66,272
SEEDGWAS4994:MRG:4:250096353,NA,NA
SEEDGWAS4995:MRG:4:250096356,NA,NA
SEEDGWAS4996:MRG:4:250096357,NA,NA
SEEDGWAS4997:MRG:4:250096361,NA,NA
SEEDGWAS4998:MRG:4:250096362,71,247
SEEDGWAS4999:MRG:4:250096363,75,200
SEEDGWAS5:MRG:4:250054449,59,174
SEEDGWAS500:MRG:4:250059293,76,194
SEEDGWAS5000:MRG:4:250096364,71,258
SEEDGWAS5001:MRG:4:250096367,NA,NA
SEEDGWAS5002:MRG:4:250096369,67,254
SEEDGWAS5003:MRG:4:250096380,66,244
SEEDGWAS5004:MRG:4:250096383,70,264
SEEDGWAS5005:MRG:4:250096386,67,216
SEEDGWAS5006:MRG:4:250096387,NA,NA
SEEDGWAS5007:MRG:4:250096390,NA,NA
SEEDGWAS5008:MRG:4:250096394,NA,NA
SEEDGWAS5009:MRG:4:250096395,71,220
SEEDGWAS501:MRG:4:250059294,76,237
SEEDGWAS5010:MRG:4:250096397,60,241
SEEDGWAS5011:MRG:4:250096413,68,277
SEEDGWAS5012:MRG:4:250096414,68,277
SEEDGWAS5013:MRG:4:250096427,NA,NA
SEEDGWAS5014:MRG:4:250096437,73,299
SEEDGWAS5015:MRG:4:250096440,74,283
SEEDGWAS5016:MRG:4:250096441,74,283
SEEDGWAS5017:MRG:4:250096442,74,283
SEEDGWAS5018:MRG:4:250096444,78,276
SEEDGWAS5019:MRG:4:250096445,NA,NA
SEEDGWAS502:MRG:4:250059295,72,344
SEEDGWAS5020:MRG:4:250096446,NA,NA
SEEDGWAS5022:MRG:4:250096487,NA,NA
SEEDGWAS5023:MRG:4:250096492,73,299
SEEDGWAS5023:MRG:4:250096493,73,299
SEEDGWAS5024:MRG:4:250096514,62,257
SEEDGWAS5025:MRG:4:250096516,73,204
SEEDGWAS5026:MRG:4:250096519,NA,NA
SEEDGWAS5027:MRG:4:250096528,72,267
SEEDGWAS5028:MRG:4:250096547,NA,NA
SEEDGWAS5029:MRG:4:250096558,59,287
SEEDGWAS503:MRG:4:250059296,72,344
SEEDGWAS5030:MRG:4:250096561,65,256
SEEDGWAS5031:MRG:4:250096569,NA,NA
SEEDGWAS5032:MRG:4:250096607,73,239
SEEDGWAS5033:MRG:4:250096608,73,239
SEEDGWAS5034:MRG:4:250096609,59,292
SEEDGWAS5035:MRG:4:250096618,70,210
SEEDGWAS5036:MRG:4:250096619,NA,NA
SEEDGWAS5037:MRG:4:250096621,74,210
SEEDGWAS5038:MRG:4:250096622,NA,NA
SEEDGWAS5039:MRG:4:250096641,74,263
SEEDGWAS504:MRG:4:250059297,72,344
SEEDGWAS5040:MRG:4:250096646,NA,NA
SEEDGWAS5041:MRG:4:250096652,62,282
SEEDGWAS5042:MRG:4:250096654,NA,NA
SEEDGWAS5043:MRG:4:250096655,70,251
SEEDGWAS5044:MRG:4:250096658,74,283
SEEDGWAS5045:MRG:4:250096660,62,282
SEEDGWAS5046:MRG:4:250096664,NA,NA
SEEDGWAS5046:MRG:4:250096665,NA,NA
SEEDGWAS5047:MRG:4:250096668,78,206
SEEDGWAS5048:MRG:4:250096680,NA,NA
SEEDGWAS5049:MRG:4:250096685,70,251
SEEDGWAS5050:MRG:4:250096690,73,299
SEEDGWAS5051:MRG:4:250096692,62,282
SEEDGWAS5052:MRG:4:250096696,72,268
SEEDGWAS5052:MRG:4:250096697,72,268
SEEDGWAS5053:MRG:4:250096732,69,261
SEEDGWAS5054:MRG:4:250096733,70,276
SEEDGWAS5055:MRG:4:250096735,67,242
SEEDGWAS5056:MRG:4:250096749,71,233
SEEDGWAS5057:MRG:4:250096778,55,249
SEEDGWAS5058:MRG:4:250096788,74,230
SEEDGWAS506:MRG:4:250059298,71,298
SEEDGWAS5060:MRG:4:250096796,76,206
SEEDGWAS5061:MRG:4:250096799,67,242
SEEDGWAS5062:MRG:4:250096812,76,206
SEEDGWAS5063:MRG:4:250096813,67,248
SEEDGWAS5064:MRG:4:250096863,NA,NA
SEEDGWAS5065:MRG:4:250096869,NA,NA
SEEDGWAS5066:MRG:4:250096873,69,224
SEEDGWAS5067:MRG:4:250096876,67,220
SEEDGWAS5068:MRG:4:250096893,70,276
SEEDGWAS5069:MRG:4:250096913,63,281
SEEDGWAS507:MRG:4:250059299,71,311
SEEDGWAS5070:MRG:4:250096917,58,196
SEEDGWAS5071:MRG:4:250096918,58,196
SEEDGWAS5072:MRG:4:250096919,62,231
SEEDGWAS5073:MRG:4:250096922,71,264
SEEDGWAS5074:MRG:4:250096928,66,265
SEEDGWAS5075:MRG:4:250096943,64,295
SEEDGWAS5076:MRG:4:250096944,NA,NA
SEEDGWAS5077:MRG:4:250096945,72,290
SEEDGWAS5078:MRG:4:250096948,NA,NA
SEEDGWAS5079:MRG:4:250096950,NA,NA
SEEDGWAS508:MRG:4:250059300,76,377
SEEDGWAS5080:MRG:4:250096951,64,295
SEEDGWAS5081:MRG:4:250096954,NA,NA
SEEDGWAS5082:MRG:4:250104986,69,285
SEEDGWAS5083:MRG:4:250104989,NA,NA
SEEDGWAS5084:MRG:4:250104990,NA,NA
SEEDGWAS5085:MRG:4:250104994,NA,NA
SEEDGWAS5086:MRG:4:250105002,58,246
SEEDGWAS5087:MRG:4:250105006,NA,NA
SEEDGWAS5088:MRG:4:250105012,58,278
SEEDGWAS5089:MRG:4:250105013,NA,NA
SEEDGWAS509:MRG:4:250059301,71,298
SEEDGWAS5090:MRG:4:250105035,66,239
SEEDGWAS5091:MRG:4:250105049,64,295
SEEDGWAS5092:MRG:4:250105050,64,295
SEEDGWAS5093:MRG:4:250105056,74,269
SEEDGWAS5094:MRG:4:250105059,61,212
SEEDGWAS5095:MRG:4:250105060,70,240
SEEDGWAS5096:MRG:4:250105062,60,289
SEEDGWAS5097:MRG:4:250105064,NA,NA
SEEDGWAS5098:MRG:4:250105065,58,278
SEEDGWAS5099:MRG:4:250105067,74,269
SEEDGWAS510:MRG:4:250059302,54,266
SEEDGWAS5100:MRG:4:250105075,62,274
SEEDGWAS5101:MRG:4:250105076,78,289
SEEDGWAS5103:MRG:4:250105138,73,230
SEEDGWAS5104:MRG:4:250105143,75,243
SEEDGWAS5105:MRG:4:250105144,60,276
SEEDGWAS5106:MRG:4:250105149,75,252
SEEDGWAS5107:MRG:4:250105154,76,233
SEEDGWAS5108:MRG:4:250105156,72,223
SEEDGWAS5109:MRG:4:250105164,77,259
SEEDGWAS5110:MRG:4:250105165,63,288
SEEDGWAS5111:MRG:4:250105167,74,291
SEEDGWAS5112:MRG:4:250105168,61,315
SEEDGWAS5113:MRG:4:250105170,65,252
SEEDGWAS5114:MRG:4:250105173,58,238
SEEDGWAS5114:MRG:4:250105174,58,238
SEEDGWAS5115:MRG:4:250105178,56,250
SEEDGWAS5116:MRG:4:250105179,62,231
SEEDGWAS5117:MRG:4:250105180,60,220
SEEDGWAS5118:MRG:4:250105182,60,220
SEEDGWAS5119:MRG:4:250105183,57,242
SEEDGWAS5120:MRG:4:250105184,62,210
SEEDGWAS5121:MRG:4:250105185,62,210
SEEDGWAS5122:MRG:4:250105188,62,231
SEEDGWAS5123:MRG:4:250105189,63,272
SEEDGWAS5124:MRG:4:250105190,65,253
SEEDGWAS5125:MRG:4:250105192,70,289
SEEDGWAS5127:MRG:4:250096634,78,224
SEEDGWAS5128:MRG:4:250096678,68,253
SEEDGWAS513:MRG:4:250059305,69,172
SEEDGWAS5131:MRG:4:250105019,69,249
SEEDGWAS5132:MRG:4:250105081,69,252
SEEDGWAS5136:MRG:4:250096268,65,237
SEEDGWAS5137:MRG:4:250096271,57,237
SEEDGWAS5138:MRG:4:250096273,57,237
SEEDGWAS5139:MRG:4:250096299,60,245
SEEDGWAS5140:MRG:4:250096354,64,269
SEEDGWAS5141:MRG:4:250096376,65,278
SEEDGWAS5142:MRG:4:250096420,72,281
SEEDGWAS5143:MRG:4:250096421,77,269
SEEDGWAS5144:MRG:4:250096481,NA,NA
SEEDGWAS5145:MRG:4:250096527,67,231
SEEDGWAS5146:MRG:4:250096557,76,206
SEEDGWAS5147:MRG:4:250096639,72,286
SEEDGWAS5148:MRG:4:250096663,76,206
SEEDGWAS5150:MRG:4:250096792,76,206
SEEDGWAS5151:MRG:4:250096794,75,223
SEEDGWAS5152:MRG:4:250096898,70,233
SEEDGWAS5153:MRG:4:250096902,67,324
SEEDGWAS5154:MRG:4:250096942,68,245
SEEDGWAS5155:MRG:4:250105028,70,274
SEEDGWAS5156:MRG:4:250105030,71,233
SEEDGWAS5157:MRG:4:250105036,NA,NA
SEEDGWAS5158:MRG:4:250105046,66,271
SEEDGWAS5159:MRG:4:250105048,70,240
SEEDGWAS516:MRG:4:250059308,63,220
SEEDGWAS5160:MRG:4:250096255,77,199
SEEDGWAS5161:MRG:4:250096675,NA,NA
SEEDGWAS5162:MRG:4:250096755,71,222
SEEDGWAS5163:MRG:4:250105042,75,248
SEEDGWAS5164:MRG:4:250105069,62,243
SEEDGWAS5165:MRG:4:250096400,59,251
SEEDGWAS5166:MRG:4:250096882,62,263
SEEDGWAS5167:MRG:4:250096741,54,236
SEEDGWAS5168:MRG:4:250096870,NA,NA
SEEDGWAS5169:MRG:4:250104996,NA,NA
SEEDGWAS517:MRG:4:250059309,62,247
SEEDGWAS5170:MRG:4:250105015,NA,NA
SEEDGWAS5171:MRG:4:250105017,72,202
SEEDGWAS5172:MRG:4:250105066,54,266
SEEDGWAS5173:MRG:4:250105117,54,266
SEEDGWAS518:MRG:4:250059310,60,234
SEEDGWAS5187:MRG:4:250105202,61,219
SEEDGWAS5189:MRG:4:250105204,NA,NA
SEEDGWAS519:MRG:4:250059311,62,215
SEEDGWAS5190:MRG:4:250105205,74,201
SEEDGWAS5191:MRG:4:250105206,75,279
SEEDGWAS5192:MRG:4:250105207,66,220
SEEDGWAS5193:MRG:4:250105208,60,204
SEEDGWAS5194:MRG:4:250105367,60,229
SEEDGWAS5195:MRG:4:250105368,75,202
SEEDGWAS5196:MRG:4:250105369,55,198
SEEDGWAS5197:MRG:4:250105370,79,214
SEEDGWAS5199:MRG:4:250105372,60,275
SEEDGWAS52:MRG:4:250054481,74,284
SEEDGWAS520:MRG:4:250059312,64,243
SEEDGWAS5200:MRG:4:250105373,54,210
SEEDGWAS5201:MRG:4:250105374,66,253
SEEDGWAS5202:MRG:4:250105375,NA,NA
SEEDGWAS5203:MRG:4:250105376,NA,NA
SEEDGWAS5204:MRG:4:250105377,NA,NA
SEEDGWAS5205:MRG:4:250105378,72,231
SEEDGWAS5206:MRG:4:250105379,61,296
SEEDGWAS5207:MRG:4:250105380,71,264
SEEDGWAS5208:MRG:4:250105381,81,189
SEEDGWAS5209:MRG:4:250105382,62,230
SEEDGWAS521:MRG:4:250059313,64,243
SEEDGWAS5210:MRG:4:250105383,75,242
SEEDGWAS5214:MRG:4:250105387,54,152
SEEDGWAS5215:MRG:4:250105388,53,164
SEEDGWAS5216:MRG:4:250105389,58,194
SEEDGWAS5219:MRG:4:250105392,62,271
SEEDGWAS522:MRG:4:250059314,63,209
SEEDGWAS5220:MRG:4:250105393,55,213
SEEDGWAS5221:MRG:4:250105394,61,272
SEEDGWAS5227:MRG:4:250105400,62,233
SEEDGWAS523:MRG:4:250059315,64,183
SEEDGWAS5232:MRG:4:250105406,54,156
SEEDGWAS5234:MRG:4:250105409,69,234
SEEDGWAS5235:MRG:4:250105410,74,214
SEEDGWAS5236:MRG:4:250105411,74,214
SEEDGWAS5237:MRG:4:250105412,74,214
SEEDGWAS5238:MRG:4:250105413,72,239
SEEDGWAS5239:MRG:4:250105414,NA,NA
SEEDGWAS524:MRG:4:250059316,63,243
SEEDGWAS5240:MRG:4:250105415,NA,NA
SEEDGWAS5241:MRG:4:250105416,NA,NA
SEEDGWAS5243:MRG:4:250105418,56,202
SEEDGWAS525:MRG:4:250059317,61,248
SEEDGWAS526:MRG:4:250059318,54,220
SEEDGWAS5262:MRG:4:250105438,55,276
SEEDGWAS5263:MRG:4:250105439,61,192
SEEDGWAS5264:MRG:4:250105440,NA,NA
SEEDGWAS5265:MRG:4:250105441,71,261
SEEDGWAS5266:MRG:4:250105442,58,219
SEEDGWAS5267:MRG:4:250105443,73,244
SEEDGWAS5268:MRG:4:250105444,74,256
SEEDGWAS5269:MRG:4:250105445,60,243
SEEDGWAS527:MRG:4:250059319,68,184
SEEDGWAS5270:MRG:4:250105446,65,209
SEEDGWAS5271:MRG:4:250105447,59,283
SEEDGWAS5273:MRG:4:250105449,57,90
SEEDGWAS5277:MRG:4:250105453,58,190
SEEDGWAS528:MRG:4:250059320,72,308
SEEDGWAS5280:MRG:4:250105456,65,251
SEEDGWAS5283:MRG:4:250105459,79,171
SEEDGWAS5284:MRG:4:250105460,64,286
SEEDGWAS5285:MRG:4:250105461,60,264
SEEDGWAS5286:MRG:4:250105462,59,230
SEEDGWAS5287:D17PEACXX:3:250098128,73,244
SEEDGWAS5287:D17PEACXX:3:250098215,73,244
SEEDGWAS5288:D17PEACXX:3:250098129,70,299
SEEDGWAS5288:D17PEACXX:3:250098216,70,299
SEEDGWAS5289:D17PEACXX:3:250098130,65,200
SEEDGWAS5289:D17PEACXX:3:250098217,65,200
SEEDGWAS529:MRG:4:250059321,73,291
SEEDGWAS5290:D17PEACXX:3:250098131,68,184
SEEDGWAS5290:D17PEACXX:3:250098218,68,184
SEEDGWAS5291:D17PEACXX:3:250098132,65,217
SEEDGWAS5291:D17PEACXX:3:250098219,65,217
SEEDGWAS5292:D17PEACXX:3:250098133,67,218
SEEDGWAS5292:D17PEACXX:3:250098220,67,218
SEEDGWAS5293:D17PEACXX:3:250098134,73,268
SEEDGWAS5293:D17PEACXX:3:250098221,73,268
SEEDGWAS5294:D17PEACXX:3:250098135,69,281
SEEDGWAS5294:D17PEACXX:3:250098222,69,281
SEEDGWAS5295:D17PEACXX:3:250098136,NA,NA
SEEDGWAS5295:D17PEACXX:3:250098223,NA,NA
SEEDGWAS5296:D17PEACXX:3:250098137,67,251
SEEDGWAS5297:D17PEACXX:3:250098138,72,286
SEEDGWAS5298:D17PEACXX:3:250098139,70,199
SEEDGWAS5299:D17PEACXX:3:250098140,70,299
SEEDGWAS53:MRG:4:250054483,73,313
SEEDGWAS530:MRG:4:250059322,65,245
SEEDGWAS5300:D17PEACXX:3:250098141,72,221
SEEDGWAS5301:D17PEACXX:3:250098142,59,277
SEEDGWAS5302:D17PEACXX:3:250098143,65,249
SEEDGWAS5303:D17PEACXX:3:250098144,68,231
SEEDGWAS5304:D17PEACXX:3:250098145,73,214
SEEDGWAS5305:D17PEACXX:3:250098146,77,195
SEEDGWAS5306:D17PEACXX:3:250098147,68,253
SEEDGWAS5307:D17PEACXX:3:250098148,64,220
SEEDGWAS5308:D17PEACXX:3:250098149,59,293
SEEDGWAS5309:D17PEACXX:3:250098150,66,235
SEEDGWAS531:MRG:4:250059323,59,237
SEEDGWAS5310:D17PEACXX:3:250098151,75,210
SEEDGWAS5311:D17PEACXX:3:250098152,59,295
SEEDGWAS5312:D17PEACXX:3:250098153,57,229
SEEDGWAS5313:D17PEACXX:3:250098154,76,204
SEEDGWAS5314:D17PEACXX:3:250098155,76,179
SEEDGWAS5315:D17PEACXX:3:250098156,79,201
SEEDGWAS5316:D17PEACXX:3:250098157,77,322
SEEDGWAS5317:D17PEACXX:3:250098158,67,218
SEEDGWAS5318:D17PEACXX:3:250098159,65,277
SEEDGWAS5319:D17PEACXX:3:250098160,76,171
SEEDGWAS5320:D17PEACXX:3:250098161,NA,NA
SEEDGWAS5321:D17PEACXX:3:250098163,NA,NA
SEEDGWAS5322:D17PEACXX:3:250098164,74,183
SEEDGWAS5323:D17PEACXX:3:250098165,72,264
SEEDGWAS5324:D17PEACXX:3:250098166,56,260
SEEDGWAS5325:D17PEACXX:3:250098167,65,249
SEEDGWAS5327:D17PEACXX:3:250098169,65,249
SEEDGWAS5328:D17PEACXX:3:250098170,55,248
SEEDGWAS5329:D17PEACXX:3:250098171,71,218
SEEDGWAS5330:D17PEACXX:3:250098172,71,218
SEEDGWAS5331:D17PEACXX:3:250098173,60,208
SEEDGWAS5332:D17PEACXX:3:250098174,60,208
SEEDGWAS5333:D17PEACXX:3:250098175,NA,NA
SEEDGWAS5334:D17PEACXX:3:250098176,73,218
SEEDGWAS5335:D17PEACXX:3:250098177,67,220
SEEDGWAS5336:D17PEACXX:3:250098178,64,228
SEEDGWAS5339:D17PEACXX:3:250098181,78,220
SEEDGWAS5340:D17PEACXX:3:250098182,78,220
SEEDGWAS5342:D17PEACXX:3:250098184,65,251
SEEDGWAS5343:D17PEACXX:3:250098185,65,251
SEEDGWAS5344:D17PEACXX:3:250098186,66,258
SEEDGWAS5345:D17PEACXX:3:250098187,51,172
SEEDGWAS5346:D17PEACXX:3:250098188,61,232
SEEDGWAS5347:D17PEACXX:3:250098189,59,217
SEEDGWAS5348:D17PEACXX:3:250098190,64,270
SEEDGWAS5349:D17PEACXX:3:250098191,63,272
SEEDGWAS5350:D17PEACXX:3:250098192,63,272
SEEDGWAS5351:D17PEACXX:3:250098193,64,237
SEEDGWAS5352:D17PEACXX:3:250098194,70,299
SEEDGWAS5353:D17PEACXX:3:250098195,NA,NA
SEEDGWAS5354:D17PEACXX:3:250098197,72,202
SEEDGWAS5355:D17PEACXX:3:250098198,65,254
SEEDGWAS5357:D17PEACXX:3:250098200,59,218
SEEDGWAS5358:D17PEACXX:3:250098201,59,218
SEEDGWAS5359:D17PEACXX:3:250098202,73,214
SEEDGWAS536:MRG:4:250059325,57,250
SEEDGWAS5361:D17PEACXX:3:250098204,73,261
SEEDGWAS5366:D17PEACXX:3:250098210,70,186
SEEDGWAS5367:D17PEACXX:3:250098211,74,226
SEEDGWAS5368:D17PEACXX:3:250098212,68,235
SEEDGWAS537:MRG:4:250059326,62,190
SEEDGWAS5370:D17PEACXX:3:250098214,52,136
SEEDGWAS538:MRG:4:250059327,62,190
SEEDGWAS539:MRG:4:250059328,63,198
SEEDGWAS54:MRG:4:250054484,73,314
SEEDGWAS541:MRG:4:250059329,63,198
SEEDGWAS542:MRG:4:250059330,63,198
SEEDGWAS543:MRG:4:250059331,61,242
SEEDGWAS544:MRG:4:250059332,61,242
SEEDGWAS545:MRG:4:250059333,61,242
SEEDGWAS547:MRG:4:250059334,60,245
SEEDGWAS548:MRG:4:250059335,63,212
SEEDGWAS549:MRG:4:250059336,68,207
SEEDGWAS55:MRG:4:250054485,73,313
SEEDGWAS56:MRG:4:250054486,62,248
SEEDGWAS57:MRG:4:250054487,61,241
SEEDGWAS589:MRG:4:250059403,61,242
SEEDGWAS59:MRG:4:250054489,54,148
SEEDGWAS591:MRG:4:250059405,60,257
SEEDGWAS592:MRG:4:250059406,75,170
SEEDGWAS594:MRG:4:250059408,72,183
SEEDGWAS595:MRG:4:250059409,81,167
SEEDGWAS596:MRG:4:250059410,75,209
SEEDGWAS598:MRG:4:250059412,69,273
SEEDGWAS6:MRG:4:250054450,NA,NA
SEEDGWAS601:MRG:4:250059414,56,225
SEEDGWAS604:MRG:4:250059417,74,275
SEEDGWAS606:MRG:4:250059419,80,174
SEEDGWAS609:MRG:4:250059420,69,262
SEEDGWAS612:MRG:4:250059423,NA,NA
SEEDGWAS613:MRG:4:250059424,58,230
SEEDGWAS614:MRG:4:250059425,54,196
SEEDGWAS617:MRG:4:250059428,52,153
SEEDGWAS618:MRG:4:250059429,56,225
SEEDGWAS619:MRG:4:250059430,54,198
SEEDGWAS620:MRG:4:250059431,NA,NA
SEEDGWAS621:MRG:4:250059432,54,162
SEEDGWAS622:MRG:4:250059433,65,270
SEEDGWAS623:MRG:4:250059434,53,154
SEEDGWAS624:MRG:4:250059435,54,168
SEEDGWAS625:MRG:4:250059436,52,149
SEEDGWAS634:MRG:4:250059441,58,198
SEEDGWAS637:MRG:4:250059443,54,205
SEEDGWAS639:MRG:4:250059444,59,226
SEEDGWAS64:MRG:4:250054492,55,212
SEEDGWAS640:MRG:4:250059445,62,269
SEEDGWAS641:MRG:4:250059446,52,147
SEEDGWAS644:MRG:4:250059448,NA,NA
SEEDGWAS645:MRG:4:250059449,65,274
SEEDGWAS647:MRG:4:250059450,60,193
SEEDGWAS648:MRG:4:250059451,67,189
SEEDGWAS649:MRG:4:250059452,64,230
SEEDGWAS65:MRG:4:250054493,62,296
SEEDGWAS650:MRG:4:250059453,69,198
SEEDGWAS651:MRG:4:250059454,60,193
SEEDGWAS652:MRG:4:250059455,67,179
SEEDGWAS656:MRG:4:250059458,63,229
SEEDGWAS657:MRG:4:250059459,63,227
SEEDGWAS658:MRG:4:250059460,63,212
SEEDGWAS659:MRG:4:250059461,65,217
SEEDGWAS66:MRG:4:250054494,71,374
SEEDGWAS660:MRG:4:250059462,NA,NA
SEEDGWAS662:MRG:4:250059465,62,233
SEEDGWAS663:MRG:4:250059466,64,237
SEEDGWAS664:MRG:4:250059467,65,185
SEEDGWAS665:MRG:4:250059468,64,237
SEEDGWAS669:MRG:4:250059472,56,240
SEEDGWAS670:MRG:4:250059473,54,220
SEEDGWAS674:MRG:4:250059477,60,237
SEEDGWAS677:MRG:4:250059481,69,248
SEEDGWAS68:MRG:4:250054495,NA,NA
